Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc,corr_perc_backsub,byprod_perc_backsub,INDEL_perc_backsub,WT_perc_backsub
15592,15518,13600,116,1802,613,1185,4,87.64015981440907,0.7475190101817244,11.612321175409202,3.9502513210465264,0.6654172039419872,0.36437372056519557,0.6661790714570355,98.97020907549282
27658,27259,23368,142,3749,1174,2534,41,85.72581532704795,0.5209288675299901,13.753255805422063,4.3068344400014675,0.3777990965376237,0.5853168741243522,0.25149092855108623,99.03688402933803
940,939,876,0,63,22,39,2,93.29073482428115,0.0,6.7092651757188495,2.3429179978700745,0.0,0.0,0.03744249354730789,100.0
1583,1464,1056,2,406,121,275,10,72.1311475409836,0.1366120218579235,27.73224043715847,8.265027322404372,0.1366120218579235,7.442385364694701,0.0,92.42100261344737
1669,1371,369,1,1001,145,852,4,26.914660831509845,0.07293946024799416,73.01239970824216,10.576221735959153,0.07293946024799416,48.33521175989209,1.967900358627734,51.591848779859916
1609,1517,1083,4,430,161,269,0,71.39090309822018,0.26367831245880025,28.345418589321028,10.61305207646671,0.26367831245880025,8.105281368051731,4.438094958113365,91.63104031948947
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
340,291,0,0,291,0,0,291,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
780,565,0,0,565,366,0,199,0.0,0.0,100.0,64.77876106194691,0.0,0.0,21.921618204804062,100.0
771,131,0,3,128,3,96,29,0.0,2.2900763358778624,97.70992366412214,2.2900763358778624,1.5325005783021048,74.22507517927366,0.0,24.242424242424235
