pegRNA_idx,total,unaligned,extracted,recombination
0,4.0,0.0,0.0,4.0
1,118.0,13.0,18.0,87.0
2,424.0,7.0,406.0,11.0
3,1566.0,31.0,992.0,543.0
4,543.0,16.0,519.0,8.0
5,855.0,27.0,802.0,26.0
6,489.0,11.0,458.0,20.0
7,1062.0,19.0,923.0,120.0
8,16.0,4.0,9.0,3.0
9,30.0,0.0,10.0,20.0
10,54.0,14.0,9.0,31.0
11,1021.0,20.0,969.0,32.0
12,1326.0,10.0,1291.0,25.0
13,220.0,1.0,206.0,13.0
14,2448.0,47.0,2388.0,13.0
15,8427.0,126.0,8219.0,82.0
16,100.0,1.0,87.0,12.0
17,177.0,3.0,168.0,6.0
18,514.0,11.0,475.0,28.0
19,148.0,3.0,137.0,8.0
20,0.0,0.0,0.0,0.0
21,81.0,28.0,19.0,34.0
22,1.0,0.0,0.0,1.0
23,183.0,13.0,30.0,140.0
24,5.0,0.0,4.0,1.0
25,17.0,0.0,0.0,17.0
26,11.0,1.0,1.0,9.0
27,3.0,1.0,0.0,2.0
28,2.0,1.0,1.0,0.0
29,312.0,7.0,169.0,136.0
30,4759.0,75.0,3836.0,848.0
31,711.0,16.0,527.0,168.0
32,851.0,16.0,198.0,637.0
33,145.0,7.0,99.0,39.0
34,351.0,18.0,327.0,6.0
35,759.0,34.0,681.0,44.0
36,1452.0,54.0,1364.0,34.0
37,3975.0,59.0,2537.0,1379.0
38,1030.0,7.0,24.0,999.0
39,1469.0,98.0,788.0,583.0
40,42.0,1.0,29.0,12.0
41,15.0,0.0,0.0,15.0
42,10615.0,246.0,10199.0,170.0
43,5336.0,85.0,4667.0,584.0
44,2051.0,40.0,1926.0,85.0
45,34.0,2.0,9.0,23.0
46,128.0,13.0,98.0,17.0
47,1411.0,62.0,1137.0,212.0
48,8879.0,356.0,8419.0,104.0
49,372.0,25.0,340.0,7.0
50,3931.0,100.0,3797.0,34.0
51,2014.0,78.0,1669.0,267.0
52,660.0,13.0,508.0,139.0
53,564.0,25.0,508.0,31.0
54,32201.0,31668.0,242.0,291.0
55,4665.0,4483.0,124.0,58.0
56,36054.0,35654.0,116.0,284.0
57,1925.0,1636.0,172.0,117.0
58,7981.0,7315.0,570.0,96.0
59,4137.0,4011.0,88.0,38.0
60,0.0,0.0,0.0,0.0
61,192.0,15.0,175.0,2.0
62,636.0,15.0,618.0,3.0
63,25334.0,24862.0,189.0,283.0
64,3645.0,2935.0,621.0,89.0
65,3690.0,3200.0,302.0,188.0
66,33.0,1.0,5.0,27.0
67,1422.0,52.0,1361.0,9.0
68,2.0,0.0,0.0,2.0
69,0.0,0.0,0.0,0.0
70,14501.0,11882.0,503.0,2116.0
71,3426.0,2323.0,1043.0,60.0
72,2520.0,2119.0,330.0,71.0
73,17.0,8.0,7.0,2.0
74,265.0,2.0,261.0,2.0
75,669.0,18.0,641.0,10.0
76,667.0,122.0,538.0,7.0
77,17.0,1.0,13.0,3.0
78,24.0,0.0,0.0,24.0
79,13.0,1.0,0.0,12.0
80,3.0,0.0,0.0,3.0
81,0.0,0.0,0.0,0.0
82,1.0,0.0,1.0,0.0
83,280.0,17.0,258.0,5.0
84,9401.0,9062.0,204.0,135.0
85,7265.0,6761.0,419.0,85.0
86,25057.0,24749.0,138.0,170.0
87,20071.0,19200.0,155.0,716.0
88,4562.0,4247.0,247.0,68.0
89,5327.0,5119.0,151.0,57.0
90,1.0,0.0,0.0,1.0
91,200.0,1.0,199.0,0.0
92,211.0,4.0,201.0,6.0
93,4873.0,4017.0,771.0,85.0
94,13455.0,12990.0,320.0,145.0
95,3.0,0.0,0.0,3.0
96,4714.0,3947.0,487.0,280.0
97,0.0,0.0,0.0,0.0
98,5.0,0.0,1.0,4.0
99,1842.0,97.0,1550.0,195.0
