pegRNA_idx,total,unaligned,extracted,recombination
0,0.0,0.0,0.0,0.0
1,69.0,0.0,3.0,66.0
2,958.0,18.0,916.0,24.0
3,1047.0,35.0,964.0,48.0
4,577.0,7.0,566.0,4.0
5,2574.0,42.0,2484.0,48.0
6,617.0,6.0,610.0,1.0
7,932.0,19.0,896.0,17.0
8,2.0,0.0,2.0,0.0
9,16.0,0.0,13.0,3.0
10,13.0,0.0,11.0,2.0
11,1842.0,142.0,1628.0,72.0
12,2135.0,25.0,2054.0,56.0
13,875.0,8.0,857.0,10.0
14,850.0,9.0,837.0,4.0
15,3511.0,70.0,3412.0,29.0
16,24.0,1.0,23.0,0.0
17,303.0,67.0,223.0,13.0
18,2673.0,194.0,2454.0,25.0
19,263.0,5.0,249.0,9.0
20,0.0,0.0,0.0,0.0
21,38.0,1.0,33.0,4.0
22,8.0,0.0,0.0,8.0
23,143.0,3.0,19.0,121.0
24,11.0,0.0,10.0,1.0
25,7.0,0.0,0.0,7.0
26,3.0,0.0,2.0,1.0
27,14.0,0.0,12.0,2.0
28,9.0,0.0,9.0,0.0
29,12.0,0.0,12.0,0.0
30,3217.0,88.0,2822.0,307.0
31,778.0,45.0,506.0,227.0
32,8920.0,140.0,636.0,8144.0
33,170.0,8.0,97.0,65.0
34,596.0,8.0,574.0,14.0
35,1228.0,80.0,1123.0,25.0
36,1642.0,63.0,1538.0,41.0
37,2139.0,63.0,1415.0,661.0
38,329.0,8.0,49.0,272.0
39,1532.0,77.0,1229.0,226.0
40,4.0,1.0,0.0,3.0
41,5.0,0.0,4.0,1.0
42,18737.0,8858.0,9716.0,163.0
43,7861.0,140.0,7355.0,366.0
44,3656.0,182.0,3436.0,38.0
45,7.0,0.0,7.0,0.0
46,173.0,3.0,123.0,47.0
47,4380.0,487.0,2869.0,1024.0
48,6330.0,201.0,5897.0,232.0
49,252.0,28.0,222.0,2.0
50,3236.0,46.0,3162.0,28.0
51,906.0,125.0,749.0,32.0
52,900.0,81.0,792.0,27.0
53,385.0,13.0,368.0,4.0
54,54111.0,53065.0,199.0,847.0
55,6922.0,6743.0,61.0,118.0
56,49685.0,48713.0,105.0,867.0
57,3655.0,3413.0,175.0,67.0
58,12706.0,11809.0,398.0,499.0
59,2811.0,2646.0,84.0,81.0
60,0.0,0.0,0.0,0.0
61,2092.0,1909.0,153.0,30.0
62,467.0,10.0,454.0,3.0
63,36882.0,35905.0,321.0,656.0
64,5068.0,4449.0,504.0,115.0
65,7109.0,6497.0,400.0,212.0
66,0.0,0.0,0.0,0.0
67,851.0,27.0,820.0,4.0
68,0.0,0.0,0.0,0.0
69,35.0,1.0,0.0,34.0
70,43991.0,41832.0,359.0,1800.0
71,5658.0,4956.0,554.0,148.0
72,5550.0,4934.0,361.0,255.0
73,1.0,0.0,1.0,0.0
74,43.0,0.0,41.0,2.0
75,597.0,18.0,420.0,159.0
76,722.0,46.0,665.0,11.0
77,0.0,0.0,0.0,0.0
78,5.0,0.0,1.0,4.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,268.0,2.0,261.0,5.0
84,9005.0,8704.0,123.0,178.0
85,6454.0,6026.0,304.0,124.0
86,27697.0,27236.0,59.0,402.0
87,34627.0,33957.0,150.0,520.0
88,6271.0,5056.0,211.0,1004.0
89,4827.0,4639.0,108.0,80.0
90,0.0,0.0,0.0,0.0
91,206.0,1.0,201.0,4.0
92,415.0,12.0,400.0,3.0
93,9170.0,8115.0,821.0,234.0
94,47442.0,46205.0,417.0,820.0
95,0.0,0.0,0.0,0.0
96,5199.0,4659.0,340.0,200.0
97,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0
99,879.0,25.0,851.0,3.0
100,0.0,0.0,0.0,0.0
101,16.0,0.0,1.0,15.0
102,42630.0,39429.0,878.0,2323.0
103,3619.0,3144.0,372.0,103.0
104,20.0,0.0,20.0,0.0
105,0.0,0.0,0.0,0.0
106,12329.0,10013.0,816.0,1500.0
107,889.0,5.0,784.0,100.0
108,80.0,11.0,69.0,0.0
109,430.0,8.0,372.0,50.0
110,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0
112,4.0,1.0,0.0,3.0
113,0.0,0.0,0.0,0.0
114,310.0,30.0,263.0,17.0
115,4018.0,149.0,2983.0,886.0
116,4949.0,182.0,1648.0,3119.0
117,16816.0,292.0,10841.0,5683.0
118,110.0,7.0,96.0,7.0
119,2394.0,106.0,1967.0,321.0
120,394.0,42.0,343.0,9.0
121,595.0,22.0,537.0,36.0
122,901.0,26.0,845.0,30.0
123,7082.0,374.0,6583.0,125.0
124,5049.0,806.0,4046.0,197.0
125,2048.0,29.0,1513.0,506.0
126,2.0,0.0,1.0,1.0
127,3.0,0.0,1.0,2.0
128,284.0,12.0,184.0,88.0
129,14977.0,195.0,14619.0,163.0
130,278.0,51.0,225.0,2.0
131,24.0,0.0,1.0,23.0
132,6176.0,773.0,5340.0,63.0
133,1018.0,29.0,962.0,27.0
134,284.0,4.0,272.0,8.0
135,2645.0,100.0,2487.0,58.0
136,4638.0,997.0,3011.0,630.0
137,88.0,10.0,76.0,2.0
138,5216.0,260.0,2513.0,2443.0
139,1668.0,19.0,50.0,1599.0
140,2.0,0.0,0.0,2.0
141,3.0,0.0,0.0,3.0
142,14.0,0.0,9.0,5.0
143,133.0,1.0,61.0,71.0
144,185.0,10.0,98.0,77.0
145,975.0,42.0,907.0,26.0
146,515.0,18.0,482.0,15.0
147,170.0,8.0,136.0,26.0
148,2724.0,116.0,876.0,1732.0
149,197.0,111.0,85.0,1.0
150,110.0,15.0,87.0,8.0
151,0.0,0.0,0.0,0.0
152,138.0,2.0,7.0,129.0
153,167.0,4.0,144.0,19.0
154,15887.0,1263.0,14212.0,412.0
155,3740.0,216.0,3440.0,84.0
156,2181.0,88.0,2041.0,52.0
157,3.0,0.0,3.0,0.0
158,3576.0,3453.0,54.0,69.0
159,20.0,0.0,1.0,19.0
160,167.0,6.0,9.0,152.0
161,1.0,0.0,0.0,1.0
162,8.0,0.0,8.0,0.0
163,52.0,1.0,24.0,27.0
164,40.0,0.0,40.0,0.0
165,18.0,0.0,12.0,6.0
166,0.0,0.0,0.0,0.0
167,1.0,0.0,0.0,1.0
168,8.0,0.0,0.0,8.0
169,5.0,0.0,1.0,4.0
170,31.0,1.0,10.0,20.0
171,0.0,0.0,0.0,0.0
172,13.0,2.0,10.0,1.0
173,222.0,158.0,40.0,24.0
174,6.0,0.0,4.0,2.0
175,2387.0,28.0,2339.0,20.0
176,38.0,2.0,31.0,5.0
177,2105.0,51.0,2037.0,17.0
178,3339.0,78.0,3096.0,165.0
179,0.0,0.0,0.0,0.0
180,7616.0,135.0,7443.0,38.0
181,0.0,0.0,0.0,0.0
182,12.0,4.0,4.0,4.0
183,3.0,1.0,1.0,1.0
184,66.0,10.0,18.0,38.0
185,47.0,2.0,11.0,34.0
186,13.0,1.0,12.0,0.0
187,0.0,0.0,0.0,0.0
188,34.0,1.0,1.0,32.0
189,4332.0,30.0,142.0,4160.0
190,2981.0,32.0,2926.0,23.0
191,2.0,0.0,0.0,2.0
192,12.0,3.0,8.0,1.0
193,272.0,7.0,208.0,57.0
194,73.0,3.0,68.0,2.0
195,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0
197,1685.0,129.0,1542.0,14.0
198,3878.0,63.0,3800.0,15.0
199,56.0,2.0,3.0,51.0
200,27.0,2.0,3.0,22.0
201,1.0,0.0,1.0,0.0
202,0.0,0.0,0.0,0.0
203,45.0,0.0,3.0,42.0
204,1.0,0.0,1.0,0.0
205,5772.0,156.0,5491.0,125.0
206,1891.0,30.0,1831.0,30.0
207,7639.0,130.0,7412.0,97.0
208,21732.0,453.0,21040.0,239.0
209,13944.0,231.0,13063.0,650.0
210,3667.0,102.0,3315.0,250.0
211,1643.0,84.0,1525.0,34.0
212,1666.0,93.0,1302.0,271.0
213,2482.0,100.0,1118.0,1264.0
214,1413.0,23.0,1354.0,36.0
215,2728.0,99.0,2510.0,119.0
