pegRNA_idx,total,unaligned,extracted,recombination
0,0.0,0.0,0.0,0.0
1,30.0,0.0,0.0,30.0
2,232.0,5.0,223.0,4.0
3,1217.0,85.0,609.0,523.0
4,345.0,15.0,328.0,2.0
5,509.0,25.0,479.0,5.0
6,426.0,9.0,414.0,3.0
7,593.0,10.0,557.0,26.0
8,5.0,2.0,3.0,0.0
9,2.0,0.0,0.0,2.0
10,18.0,0.0,17.0,1.0
11,531.0,4.0,510.0,17.0
12,1409.0,31.0,1356.0,22.0
13,92.0,0.0,90.0,2.0
14,3731.0,54.0,3662.0,15.0
15,5416.0,77.0,5311.0,28.0
16,118.0,2.0,111.0,5.0
17,154.0,4.0,147.0,3.0
18,615.0,32.0,565.0,18.0
19,91.0,2.0,88.0,1.0
20,0.0,0.0,0.0,0.0
21,69.0,5.0,58.0,6.0
22,0.0,0.0,0.0,0.0
23,160.0,1.0,149.0,10.0
24,0.0,0.0,0.0,0.0
25,10.0,0.0,4.0,6.0
26,11.0,2.0,3.0,6.0
27,4.0,0.0,3.0,1.0
28,2.0,0.0,1.0,1.0
29,190.0,3.0,115.0,72.0
30,5404.0,80.0,4989.0,335.0
31,348.0,16.0,285.0,47.0
32,482.0,8.0,214.0,260.0
33,67.0,8.0,51.0,8.0
34,192.0,5.0,184.0,3.0
35,346.0,17.0,322.0,7.0
36,1011.0,18.0,978.0,15.0
37,3772.0,62.0,2512.0,1198.0
38,1042.0,9.0,18.0,1015.0
39,1230.0,220.0,423.0,587.0
40,32.0,1.0,30.0,1.0
41,6.0,0.0,4.0,2.0
42,6313.0,222.0,6015.0,76.0
43,3336.0,76.0,2732.0,528.0
44,709.0,18.0,681.0,10.0
45,9.0,0.0,6.0,3.0
46,78.0,2.0,74.0,2.0
47,984.0,110.0,814.0,60.0
48,5906.0,233.0,5641.0,32.0
49,192.0,9.0,181.0,2.0
50,2692.0,33.0,2647.0,12.0
51,960.0,34.0,845.0,81.0
52,143.0,4.0,123.0,16.0
53,169.0,8.0,156.0,5.0
54,85532.0,84468.0,92.0,972.0
55,3535.0,3440.0,48.0,47.0
56,63604.0,62807.0,79.0,718.0
57,1096.0,1010.0,37.0,49.0
58,7282.0,7028.0,124.0,130.0
59,2216.0,2161.0,17.0,38.0
60,0.0,0.0,0.0,0.0
61,44.0,2.0,40.0,2.0
62,111.0,3.0,105.0,3.0
63,67847.0,66998.0,82.0,767.0
64,4141.0,3863.0,197.0,81.0
65,4037.0,3883.0,53.0,101.0
66,5.0,0.0,0.0,5.0
67,295.0,8.0,284.0,3.0
68,0.0,0.0,0.0,0.0
69,1.0,0.0,0.0,1.0
70,35861.0,34476.0,119.0,1266.0
71,3292.0,2913.0,315.0,64.0
72,3494.0,3335.0,77.0,82.0
73,9.0,0.0,6.0,3.0
74,76.0,1.0,75.0,0.0
75,154.0,2.0,148.0,4.0
76,185.0,43.0,141.0,1.0
77,2.0,0.0,0.0,2.0
78,12.0,0.0,1.0,11.0
79,2.0,0.0,0.0,2.0
80,2.0,0.0,0.0,2.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,40.0,1.0,36.0,3.0
84,11855.0,11617.0,58.0,180.0
85,8000.0,7723.0,152.0,125.0
86,37703.0,37208.0,46.0,449.0
87,40601.0,40017.0,82.0,502.0
88,3587.0,3431.0,50.0,106.0
89,4079.0,3950.0,43.0,86.0
90,0.0,0.0,0.0,0.0
91,48.0,2.0,45.0,1.0
92,47.0,0.0,47.0,0.0
93,5085.0,4737.0,257.0,91.0
94,46028.0,45316.0,132.0,580.0
95,0.0,0.0,0.0,0.0
96,7873.0,7511.0,130.0,232.0
97,0.0,0.0,0.0,0.0
98,3.0,1.0,0.0,2.0
99,346.0,25.0,279.0,42.0
100,1.0,0.0,0.0,1.0
101,0.0,0.0,0.0,0.0
102,26445.0,25916.0,66.0,463.0
103,7107.0,6772.0,154.0,181.0
104,1.0,0.0,1.0,0.0
105,0.0,0.0,0.0,0.0
106,3792.0,3537.0,151.0,104.0
107,272.0,43.0,227.0,2.0
108,2.0,0.0,2.0,0.0
109,102.0,1.0,101.0,0.0
110,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0
114,618.0,36.0,138.0,444.0
115,1461.0,55.0,1197.0,209.0
116,6700.0,135.0,1904.0,4661.0
117,6505.0,186.0,5010.0,1309.0
118,323.0,12.0,302.0,9.0
119,1442.0,16.0,589.0,837.0
120,1144.0,13.0,1023.0,108.0
121,269.0,11.0,253.0,5.0
122,453.0,14.0,423.0,16.0
123,1933.0,161.0,1760.0,12.0
124,3114.0,72.0,3003.0,39.0
125,1426.0,25.0,1395.0,6.0
126,0.0,0.0,0.0,0.0
127,132.0,3.0,8.0,121.0
128,27.0,16.0,3.0,8.0
129,10764.0,133.0,9136.0,1495.0
130,462.0,24.0,436.0,2.0
131,29.0,2.0,16.0,11.0
132,4194.0,91.0,4059.0,44.0
133,276.0,9.0,180.0,87.0
134,426.0,21.0,385.0,20.0
135,1067.0,65.0,965.0,37.0
136,4169.0,172.0,2595.0,1402.0
137,59.0,6.0,52.0,1.0
138,714.0,42.0,522.0,150.0
139,161.0,86.0,70.0,5.0
140,1.0,0.0,0.0,1.0
141,0.0,0.0,0.0,0.0
142,18.0,3.0,12.0,3.0
143,51.0,44.0,6.0,1.0
144,185.0,30.0,90.0,65.0
145,7253.0,7160.0,23.0,70.0
146,22.0,5.0,12.0,5.0
147,61.0,36.0,22.0,3.0
148,390.0,31.0,329.0,30.0
149,53.0,8.0,41.0,4.0
150,77.0,17.0,56.0,4.0
151,0.0,0.0,0.0,0.0
152,7.0,0.0,0.0,7.0
153,280.0,2.0,6.0,272.0
154,5362.0,262.0,5037.0,63.0
155,1568.0,61.0,1398.0,109.0
156,1058.0,53.0,847.0,158.0
157,3.0,0.0,3.0,0.0
158,279.0,131.0,21.0,127.0
159,8.0,0.0,7.0,1.0
160,7.0,0.0,1.0,6.0
161,0.0,0.0,0.0,0.0
162,3.0,0.0,2.0,1.0
163,8.0,1.0,6.0,1.0
164,1.0,0.0,1.0,0.0
165,3.0,0.0,1.0,2.0
166,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0
168,50.0,2.0,1.0,47.0
169,11.0,0.0,0.0,11.0
170,4.0,0.0,1.0,3.0
171,2.0,0.0,0.0,2.0
172,1.0,0.0,1.0,0.0
173,29.0,13.0,3.0,13.0
174,10.0,0.0,10.0,0.0
175,748.0,13.0,728.0,7.0
176,12.0,0.0,8.0,4.0
177,158.0,5.0,113.0,40.0
178,1388.0,37.0,1304.0,47.0
179,0.0,0.0,0.0,0.0
180,1787.0,49.0,1674.0,64.0
181,0.0,0.0,0.0,0.0
182,543.0,3.0,9.0,531.0
183,1.0,0.0,0.0,1.0
184,116.0,2.0,3.0,111.0
185,14.0,2.0,11.0,1.0
186,1.0,1.0,0.0,0.0
187,0.0,0.0,0.0,0.0
188,1.0,0.0,0.0,1.0
189,20.0,0.0,15.0,5.0
190,480.0,6.0,400.0,74.0
191,0.0,0.0,0.0,0.0
192,1.0,0.0,0.0,1.0
193,2.0,0.0,2.0,0.0
194,2.0,0.0,2.0,0.0
195,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0
197,239.0,3.0,234.0,2.0
198,909.0,17.0,891.0,1.0
199,0.0,0.0,0.0,0.0
200,2.0,0.0,2.0,0.0
201,28.0,0.0,3.0,25.0
202,5.0,2.0,0.0,3.0
203,3.0,0.0,0.0,3.0
204,27.0,5.0,18.0,4.0
205,1215.0,172.0,1038.0,5.0
206,862.0,25.0,826.0,11.0
207,7159.0,232.0,4833.0,2094.0
208,8565.0,1933.0,6590.0,42.0
209,7906.0,94.0,7574.0,238.0
210,1444.0,47.0,1023.0,374.0
211,2826.0,139.0,2608.0,79.0
