pegRNA_idx,total,unaligned,extracted,recombination
0,192.0,1.0,3.0,188.0
1,126.0,9.0,3.0,114.0
2,1079.0,8.0,742.0,329.0
3,1714.0,64.0,1391.0,259.0
4,648.0,8.0,582.0,58.0
5,2084.0,78.0,1804.0,202.0
6,939.0,14.0,765.0,160.0
7,1395.0,35.0,1315.0,45.0
8,116.0,1.0,29.0,86.0
9,97.0,1.0,0.0,96.0
10,695.0,10.0,25.0,660.0
11,907.0,28.0,652.0,227.0
12,1041.0,20.0,838.0,183.0
13,689.0,10.0,653.0,26.0
14,2546.0,79.0,2424.0,43.0
15,4476.0,125.0,3888.0,463.0
16,88.0,27.0,55.0,6.0
17,665.0,17.0,470.0,178.0
18,791.0,15.0,463.0,313.0
19,594.0,10.0,382.0,202.0
20,0.0,0.0,0.0,0.0
21,295.0,7.0,56.0,232.0
22,18.0,0.0,2.0,16.0
23,183.0,1.0,3.0,179.0
24,48.0,1.0,1.0,46.0
25,93.0,8.0,2.0,83.0
26,75.0,5.0,5.0,65.0
27,127.0,3.0,23.0,101.0
28,39.0,0.0,1.0,38.0
29,356.0,2.0,145.0,209.0
30,463.0,23.0,110.0,330.0
31,170.0,6.0,64.0,100.0
32,234.0,8.0,55.0,171.0
33,232.0,2.0,34.0,196.0
34,1427.0,106.0,1219.0,102.0
35,1869.0,60.0,1510.0,299.0
36,1399.0,46.0,1201.0,152.0
37,770.0,41.0,356.0,373.0
38,426.0,5.0,34.0,387.0
39,569.0,48.0,176.0,345.0
40,53.0,2.0,3.0,48.0
41,8.0,3.0,0.0,5.0
42,10969.0,384.0,9880.0,705.0
43,7271.0,189.0,6863.0,219.0
44,6887.0,138.0,6573.0,176.0
45,52.0,5.0,39.0,8.0
46,252.0,7.0,142.0,103.0
47,423.0,25.0,100.0,298.0
48,15082.0,388.0,13969.0,725.0
49,715.0,23.0,676.0,16.0
50,7697.0,179.0,7291.0,227.0
51,1704.0,41.0,1318.0,345.0
52,2294.0,77.0,1637.0,580.0
53,1945.0,92.0,1636.0,217.0
54,2684.0,1381.0,692.0,611.0
55,1089.0,298.0,639.0,152.0
56,2863.0,1930.0,503.0,430.0
57,1281.0,260.0,853.0,168.0
58,2970.0,409.0,2080.0,481.0
59,1489.0,318.0,838.0,333.0
60,6.0,0.0,0.0,6.0
61,2313.0,90.0,2138.0,85.0
62,4070.0,126.0,3824.0,120.0
63,2312.0,965.0,540.0,807.0
64,2025.0,296.0,1334.0,395.0
65,2369.0,288.0,1544.0,537.0
66,34.0,0.0,2.0,32.0
67,6212.0,314.0,5721.0,177.0
68,8.0,0.0,0.0,8.0
69,0.0,0.0,0.0,0.0
70,2369.0,998.0,1010.0,361.0
71,2479.0,297.0,1844.0,338.0
72,1938.0,207.0,1400.0,331.0
73,13.0,1.0,5.0,7.0
74,544.0,3.0,503.0,38.0
75,2990.0,87.0,2653.0,250.0
76,3337.0,92.0,3137.0,108.0
77,25.0,0.0,0.0,25.0
78,123.0,0.0,0.0,123.0
79,60.0,3.0,5.0,52.0
80,4.0,0.0,0.0,4.0
81,0.0,0.0,0.0,0.0
82,15.0,4.0,2.0,9.0
83,3271.0,87.0,3110.0,74.0
84,2080.0,455.0,1221.0,404.0
85,2101.0,321.0,1563.0,217.0
86,1636.0,952.0,250.0,434.0
87,2644.0,1181.0,809.0,654.0
88,1576.0,274.0,1065.0,237.0
89,1517.0,307.0,953.0,257.0
90,0.0,0.0,0.0,0.0
91,1634.0,57.0,1552.0,25.0
92,2928.0,101.0,2728.0,99.0
93,2810.0,417.0,2096.0,297.0
