pegRNA_idx,total,unaligned,extracted,recombination
0,2.0,0.0,2.0,0.0
1,33.0,0.0,4.0,29.0
2,510.0,10.0,459.0,41.0
3,8080.0,108.0,1125.0,6847.0
4,255.0,7.0,244.0,4.0
5,1635.0,29.0,1497.0,109.0
6,529.0,5.0,423.0,101.0
7,523.0,13.0,475.0,35.0
8,4.0,0.0,3.0,1.0
9,280.0,2.0,9.0,269.0
10,251.0,1.0,60.0,190.0
11,2678.0,49.0,2453.0,176.0
12,669.0,7.0,604.0,58.0
13,397.0,6.0,379.0,12.0
14,2338.0,30.0,2164.0,144.0
15,5671.0,99.0,5433.0,139.0
16,456.0,8.0,441.0,7.0
17,226.0,5.0,205.0,16.0
18,248.0,6.0,215.0,27.0
19,553.0,8.0,215.0,330.0
20,0.0,0.0,0.0,0.0
21,67.0,11.0,52.0,4.0
22,15.0,0.0,14.0,1.0
23,21.0,0.0,18.0,3.0
24,11.0,0.0,11.0,0.0
25,126.0,1.0,1.0,124.0
26,9.0,3.0,3.0,3.0
27,35.0,5.0,30.0,0.0
28,8.0,0.0,8.0,0.0
29,27.0,20.0,3.0,4.0
30,5058.0,300.0,3194.0,1564.0
31,3826.0,104.0,2818.0,904.0
32,768.0,46.0,648.0,74.0
33,494.0,16.0,395.0,83.0
34,906.0,47.0,795.0,64.0
35,1991.0,79.0,1500.0,412.0
36,1605.0,44.0,1449.0,112.0
37,2833.0,215.0,1973.0,645.0
38,844.0,53.0,685.0,106.0
39,2296.0,114.0,1830.0,352.0
40,437.0,11.0,413.0,13.0
41,3.0,1.0,2.0,0.0
42,14516.0,944.0,13126.0,446.0
43,6618.0,119.0,6270.0,229.0
44,2792.0,52.0,2642.0,98.0
45,23.0,5.0,16.0,2.0
46,335.0,9.0,301.0,25.0
47,6228.0,136.0,4550.0,1542.0
48,10133.0,161.0,9670.0,302.0
49,59.0,0.0,57.0,2.0
50,2986.0,50.0,2841.0,95.0
51,2213.0,179.0,1855.0,179.0
52,967.0,25.0,869.0,73.0
53,332.0,14.0,301.0,17.0
54,13453.0,12526.0,349.0,578.0
55,1924.0,1733.0,139.0,52.0
56,18050.0,16906.0,156.0,988.0
57,1750.0,1518.0,142.0,90.0
58,5688.0,4580.0,809.0,299.0
59,8596.0,7986.0,284.0,326.0
60,0.0,0.0,0.0,0.0
61,771.0,13.0,740.0,18.0
62,1431.0,23.0,1364.0,44.0
63,5765.0,5026.0,375.0,364.0
64,1838.0,1433.0,294.0,111.0
65,3199.0,2583.0,329.0,287.0
66,1.0,0.0,0.0,1.0
67,1803.0,37.0,1729.0,37.0
68,3.0,0.0,0.0,3.0
69,1.0,0.0,0.0,1.0
70,7743.0,4958.0,1321.0,1464.0
71,1834.0,731.0,982.0,121.0
72,1859.0,771.0,970.0,118.0
73,0.0,0.0,0.0,0.0
74,210.0,10.0,174.0,26.0
75,740.0,5.0,709.0,26.0
76,326.0,3.0,315.0,8.0
77,18.0,16.0,1.0,1.0
78,14.0,2.0,4.0,8.0
79,2.0,0.0,1.0,1.0
80,0.0,0.0,0.0,0.0
