pegRNA_idx,total,unaligned,extracted,recombination
0,67.0,0.0,1.0,66.0
1,381.0,83.0,82.0,216.0
2,1863.0,77.0,1475.0,311.0
3,3442.0,154.0,2687.0,601.0
4,1663.0,60.0,1536.0,67.0
5,5117.0,289.0,3994.0,834.0
6,1954.0,53.0,1833.0,68.0
7,4227.0,127.0,3597.0,503.0
8,273.0,44.0,161.0,68.0
9,330.0,3.0,1.0,326.0
10,515.0,10.0,6.0,499.0
11,1840.0,57.0,1465.0,318.0
12,2150.0,28.0,2001.0,121.0
13,1510.0,24.0,1454.0,32.0
14,5626.0,172.0,5383.0,71.0
15,11001.0,313.0,10281.0,407.0
16,434.0,15.0,394.0,25.0
17,867.0,25.0,612.0,230.0
18,1843.0,72.0,717.0,1054.0
19,856.0,24.0,675.0,157.0
20,0.0,0.0,0.0,0.0
21,490.0,17.0,101.0,372.0
22,36.0,2.0,1.0,33.0
23,378.0,19.0,8.0,351.0
24,80.0,2.0,2.0,76.0
25,262.0,30.0,6.0,226.0
26,288.0,5.0,57.0,226.0
27,172.0,3.0,69.0,100.0
28,110.0,2.0,0.0,108.0
29,668.0,58.0,203.0,407.0
30,1219.0,143.0,369.0,707.0
31,135.0,3.0,46.0,86.0
32,960.0,33.0,172.0,755.0
33,96.0,0.0,57.0,39.0
34,2070.0,70.0,1914.0,86.0
35,2641.0,73.0,2060.0,508.0
36,2717.0,90.0,2305.0,322.0
37,616.0,16.0,99.0,501.0
38,1341.0,22.0,44.0,1275.0
39,286.0,12.0,81.0,193.0
40,475.0,8.0,123.0,344.0
41,50.0,0.0,1.0,49.0
42,15054.0,421.0,13818.0,815.0
43,11728.0,497.0,10974.0,257.0
44,6650.0,154.0,6316.0,180.0
45,35.0,5.0,8.0,22.0
46,194.0,6.0,113.0,75.0
47,337.0,11.0,68.0,258.0
48,20932.0,676.0,19741.0,515.0
49,1694.0,33.0,1626.0,35.0
50,13028.0,462.0,12236.0,330.0
51,2231.0,122.0,1734.0,375.0
52,2735.0,51.0,2373.0,311.0
53,2349.0,93.0,2177.0,79.0
54,4142.0,3032.0,379.0,731.0
55,1361.0,896.0,298.0,167.0
56,6263.0,5222.0,461.0,580.0
57,1224.0,440.0,586.0,198.0
58,1994.0,731.0,956.0,307.0
59,1497.0,809.0,327.0,361.0
60,5.0,0.0,0.0,5.0
61,625.0,23.0,591.0,11.0
62,2029.0,51.0,1919.0,59.0
63,2664.0,1462.0,447.0,755.0
64,1650.0,406.0,1057.0,187.0
65,1639.0,343.0,870.0,426.0
66,41.0,0.0,0.0,41.0
67,3768.0,135.0,3564.0,69.0
68,3.0,0.0,0.0,3.0
69,0.0,0.0,0.0,0.0
70,2286.0,1088.0,561.0,637.0
71,1912.0,339.0,1243.0,330.0
72,1265.0,190.0,749.0,326.0
73,1.0,0.0,0.0,1.0
74,276.0,5.0,248.0,23.0
75,1502.0,50.0,1344.0,108.0
76,1619.0,59.0,1459.0,101.0
77,11.0,1.0,0.0,10.0
78,50.0,0.0,4.0,46.0
79,32.0,6.0,2.0,24.0
80,6.0,0.0,0.0,6.0
81,0.0,0.0,0.0,0.0
82,18.0,0.0,12.0,6.0
83,704.0,10.0,683.0,11.0
84,2657.0,1468.0,943.0,246.0
85,2037.0,758.0,1044.0,235.0
86,3345.0,2741.0,271.0,333.0
87,4225.0,2690.0,492.0,1043.0
88,1356.0,524.0,596.0,236.0
89,1490.0,906.0,374.0,210.0
90,0.0,0.0,0.0,0.0
91,635.0,51.0,565.0,19.0
92,1129.0,62.0,1018.0,49.0
93,2457.0,613.0,1602.0,242.0
94,3062.0,1452.0,611.0,999.0
95,34.0,0.0,1.0,33.0
96,1937.0,273.0,916.0,748.0
97,0.0,0.0,0.0,0.0
98,11.0,0.0,2.0,9.0
99,4085.0,176.0,3788.0,121.0
100,0.0,0.0,0.0,0.0
101,1.0,0.0,1.0,0.0
102,2221.0,935.0,514.0,772.0
103,2008.0,368.0,1279.0,361.0
104,37.0,2.0,14.0,21.0
105,42.0,1.0,2.0,39.0
106,1727.0,268.0,1129.0,330.0
107,2542.0,71.0,2222.0,249.0
108,392.0,8.0,360.0,24.0
109,1589.0,54.0,1475.0,60.0
110,15.0,0.0,0.0,15.0
111,0.0,0.0,0.0,0.0
112,7.0,0.0,5.0,2.0
113,7.0,0.0,0.0,7.0
114,765.0,50.0,307.0,408.0
115,509.0,10.0,54.0,445.0
116,884.0,17.0,367.0,500.0
117,421.0,16.0,209.0,196.0
118,229.0,25.0,79.0,125.0
119,423.0,14.0,244.0,165.0
120,2727.0,149.0,2000.0,578.0
121,2615.0,91.0,2426.0,98.0
122,4408.0,103.0,3535.0,770.0
123,13447.0,331.0,12643.0,473.0
124,16212.0,419.0,15365.0,428.0
125,7878.0,318.0,7358.0,202.0
126,79.0,1.0,15.0,63.0
127,602.0,7.0,10.0,585.0
128,1704.0,43.0,105.0,1556.0
129,31537.0,961.0,29756.0,820.0
130,2290.0,62.0,2196.0,32.0
131,37.0,1.0,7.0,29.0
132,18187.0,786.0,17166.0,235.0
133,1594.0,42.0,1493.0,59.0
134,2338.0,89.0,2006.0,243.0
135,4123.0,161.0,3636.0,326.0
136,681.0,68.0,318.0,295.0
137,214.0,1.0,68.0,145.0
138,371.0,16.0,189.0,166.0
139,305.0,5.0,8.0,292.0
140,27.0,3.0,8.0,16.0
141,89.0,3.0,1.0,85.0
142,386.0,18.0,79.0,289.0
143,147.0,17.0,2.0,128.0
144,402.0,20.0,10.0,372.0
145,573.0,195.0,8.0,370.0
146,34.0,0.0,2.0,32.0
147,91.0,1.0,1.0,89.0
148,780.0,48.0,551.0,181.0
149,181.0,33.0,88.0,60.0
150,165.0,3.0,42.0,120.0
151,24.0,4.0,3.0,17.0
152,188.0,1.0,82.0,105.0
153,729.0,9.0,144.0,576.0
154,10314.0,314.0,9209.0,791.0
155,2455.0,91.0,1910.0,454.0
156,1978.0,138.0,1591.0,249.0
157,13.0,1.0,10.0,2.0
158,1531.0,78.0,185.0,1268.0
159,56.0,4.0,2.0,50.0
160,366.0,20.0,167.0,179.0
161,3.0,0.0,3.0,0.0
162,15.0,0.0,4.0,11.0
163,103.0,0.0,86.0,17.0
164,107.0,11.0,64.0,32.0
165,89.0,2.0,63.0,24.0
166,0.0,0.0,0.0,0.0
167,7.0,0.0,3.0,4.0
168,57.0,1.0,10.0,46.0
169,46.0,1.0,14.0,31.0
170,391.0,7.0,86.0,298.0
171,83.0,0.0,5.0,78.0
172,65.0,6.0,54.0,5.0
173,113.0,3.0,86.0,24.0
174,40.0,4.0,23.0,13.0
175,8540.0,259.0,7973.0,308.0
176,326.0,7.0,302.0,17.0
177,6060.0,351.0,5122.0,587.0
178,11256.0,275.0,10557.0,424.0
179,0.0,0.0,0.0,0.0
180,10435.0,322.0,9417.0,696.0
181,3.0,0.0,0.0,3.0
182,465.0,5.0,188.0,272.0
183,21.0,0.0,1.0,20.0
184,267.0,9.0,24.0,234.0
185,151.0,4.0,0.0,147.0
186,29.0,3.0,0.0,26.0
187,172.0,6.0,19.0,147.0
188,4.0,0.0,1.0,3.0
189,498.0,23.0,5.0,470.0
190,5056.0,84.0,4818.0,154.0
191,1.0,0.0,0.0,1.0
192,124.0,1.0,0.0,123.0
193,150.0,2.0,23.0,125.0
194,20.0,0.0,0.0,20.0
195,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0
197,4011.0,105.0,3766.0,140.0
198,5305.0,123.0,4892.0,290.0
199,16.0,0.0,0.0,16.0
200,273.0,4.0,7.0,262.0
201,125.0,3.0,30.0,92.0
202,193.0,1.0,2.0,190.0
203,6.0,1.0,4.0,1.0
204,25.0,0.0,2.0,23.0
205,8566.0,427.0,7934.0,205.0
206,6115.0,107.0,5874.0,134.0
207,13419.0,294.0,12771.0,354.0
208,18002.0,530.0,16952.0,520.0
209,19634.0,415.0,18541.0,678.0
210,12484.0,308.0,11258.0,918.0
211,3354.0,93.0,2918.0,343.0
212,2819.0,100.0,2590.0,129.0
213,5055.0,245.0,4233.0,577.0
214,2903.0,98.0,2586.0,219.0
215,4314.0,149.0,3499.0,666.0
216,5181.0,140.0,4075.0,966.0
217,3652.0,134.0,2991.0,527.0
218,2276.0,79.0,1924.0,273.0
219,2778.0,75.0,2446.0,257.0
220,23893.0,1279.0,21729.0,885.0
