pegRNA_idx,total,unaligned,extracted,recombination
0,1.0,0.0,0.0,1.0
1,43.0,4.0,11.0,28.0
2,841.0,17.0,729.0,95.0
3,703.0,21.0,559.0,123.0
4,378.0,7.0,355.0,16.0
5,2220.0,48.0,2000.0,172.0
6,250.0,5.0,226.0,19.0
7,615.0,18.0,558.0,39.0
8,1.0,1.0,0.0,0.0
9,7.0,0.0,7.0,0.0
10,18.0,8.0,8.0,2.0
11,888.0,51.0,727.0,110.0
12,1552.0,33.0,1392.0,127.0
13,642.0,15.0,604.0,23.0
14,604.0,4.0,588.0,12.0
15,2895.0,60.0,2759.0,76.0
16,8.0,0.0,8.0,0.0
17,258.0,39.0,192.0,27.0
18,1644.0,52.0,1536.0,56.0
19,206.0,8.0,178.0,20.0
20,0.0,0.0,0.0,0.0
21,29.0,1.0,27.0,1.0
22,9.0,0.0,0.0,9.0
23,84.0,1.0,25.0,58.0
24,16.0,1.0,14.0,1.0
25,2.0,0.0,0.0,2.0
26,7.0,1.0,6.0,0.0
27,8.0,0.0,7.0,1.0
28,5.0,0.0,5.0,0.0
29,25.0,2.0,21.0,2.0
30,2508.0,100.0,2147.0,261.0
31,751.0,28.0,556.0,167.0
32,6365.0,92.0,567.0,5706.0
33,204.0,12.0,106.0,86.0
34,481.0,16.0,419.0,46.0
35,646.0,25.0,559.0,62.0
36,872.0,33.0,730.0,109.0
37,1956.0,83.0,1394.0,479.0
38,270.0,3.0,90.0,177.0
39,1647.0,84.0,1223.0,340.0
40,18.0,0.0,14.0,4.0
41,1.0,0.0,0.0,1.0
42,12947.0,4601.0,7877.0,469.0
43,8585.0,179.0,7775.0,631.0
44,4046.0,172.0,3701.0,173.0
45,0.0,0.0,0.0,0.0
46,174.0,5.0,92.0,77.0
47,4227.0,663.0,2578.0,986.0
48,4621.0,162.0,4152.0,307.0
49,141.0,28.0,112.0,1.0
50,2838.0,65.0,2686.0,87.0
51,715.0,66.0,546.0,103.0
52,525.0,31.0,438.0,56.0
53,247.0,5.0,214.0,28.0
54,14717.0,14000.0,258.0,459.0
55,3292.0,3143.0,79.0,70.0
56,15814.0,15234.0,113.0,467.0
57,1457.0,1176.0,238.0,43.0
58,6290.0,5317.0,581.0,392.0
59,1106.0,895.0,169.0,42.0
60,0.0,0.0,0.0,0.0
61,1124.0,768.0,332.0,24.0
62,806.0,21.0,757.0,28.0
63,6971.0,6265.0,408.0,298.0
64,2346.0,1593.0,647.0,106.0
65,2967.0,2350.0,466.0,151.0
66,0.0,0.0,0.0,0.0
67,939.0,21.0,901.0,17.0
68,0.0,0.0,0.0,0.0
69,21.0,0.0,1.0,20.0
70,6845.0,5166.0,425.0,1254.0
71,1613.0,912.0,620.0,81.0
72,2147.0,1464.0,438.0,245.0
73,1.0,0.0,1.0,0.0
74,92.0,0.0,89.0,3.0
75,843.0,33.0,575.0,235.0
76,1207.0,41.0,1128.0,38.0
77,0.0,0.0,0.0,0.0
78,12.0,4.0,2.0,6.0
79,2.0,0.0,0.0,2.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,5.0,0.0,5.0,0.0
83,937.0,22.0,890.0,25.0
84,4020.0,3751.0,157.0,112.0
85,2905.0,2537.0,309.0,59.0
86,11263.0,10991.0,84.0,188.0
87,9777.0,9393.0,135.0,249.0
88,3093.0,1969.0,243.0,881.0
89,2185.0,1885.0,239.0,61.0
90,0.0,0.0,0.0,0.0
91,371.0,10.0,349.0,12.0
92,634.0,29.0,592.0,13.0
93,3829.0,2539.0,1141.0,149.0
94,10421.0,9640.0,444.0,337.0
95,0.0,0.0,0.0,0.0
96,2014.0,1512.0,320.0,182.0
97,0.0,0.0,0.0,0.0
98,1.0,0.0,0.0,1.0
99,1098.0,37.0,1029.0,32.0
100,0.0,0.0,0.0,0.0
101,16.0,0.0,4.0,12.0
102,8764.0,5541.0,576.0,2647.0
103,1255.0,704.0,482.0,69.0
104,2.0,0.0,0.0,2.0
105,1.0,0.0,1.0,0.0
106,4970.0,2673.0,857.0,1440.0
107,1625.0,21.0,1396.0,208.0
108,82.0,15.0,63.0,4.0
109,572.0,11.0,390.0,171.0
110,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0
112,4.0,0.0,4.0,0.0
113,0.0,0.0,0.0,0.0
114,272.0,18.0,202.0,52.0
115,5029.0,173.0,3740.0,1116.0
116,3933.0,157.0,1437.0,2339.0
117,9752.0,209.0,5184.0,4359.0
118,172.0,9.0,147.0,16.0
119,2475.0,107.0,1984.0,384.0
120,250.0,68.0,165.0,17.0
121,714.0,25.0,602.0,87.0
122,503.0,18.0,427.0,58.0
123,4450.0,258.0,3992.0,200.0
124,3528.0,699.0,2574.0,255.0
125,2014.0,30.0,1444.0,540.0
126,0.0,0.0,0.0,0.0
127,45.0,5.0,38.0,2.0
128,114.0,21.0,70.0,23.0
129,10656.0,184.0,10161.0,311.0
130,126.0,14.0,108.0,4.0
131,7.0,0.0,4.0,3.0
132,5322.0,304.0,4850.0,168.0
133,894.0,28.0,801.0,65.0
134,242.0,2.0,223.0,17.0
135,2028.0,66.0,1761.0,201.0
136,3114.0,187.0,2172.0,755.0
137,176.0,10.0,131.0,35.0
138,4176.0,254.0,1846.0,2076.0
139,888.0,23.0,140.0,725.0
140,0.0,0.0,0.0,0.0
141,1.0,0.0,1.0,0.0
142,5.0,0.0,0.0,5.0
143,112.0,3.0,66.0,43.0
144,224.0,12.0,117.0,95.0
145,1812.0,58.0,1675.0,79.0
146,401.0,18.0,325.0,58.0
147,245.0,22.0,167.0,56.0
148,3110.0,208.0,2252.0,650.0
149,321.0,88.0,180.0,53.0
150,555.0,110.0,343.0,102.0
151,1.0,0.0,0.0,1.0
152,63.0,1.0,8.0,54.0
153,130.0,4.0,107.0,19.0
154,14765.0,1117.0,12738.0,910.0
155,5300.0,307.0,4553.0,440.0
156,4239.0,189.0,3795.0,255.0
157,0.0,0.0,0.0,0.0
158,1586.0,1499.0,26.0,61.0
159,29.0,1.0,6.0,22.0
160,140.0,4.0,10.0,126.0
