pegRNA_idx,total,unaligned,extracted,recombination
0,2.0,0.0,0.0,2.0
1,296.0,32.0,1.0,263.0
2,776.0,10.0,745.0,21.0
3,1181.0,28.0,1089.0,64.0
4,707.0,4.0,669.0,34.0
5,2322.0,54.0,2196.0,72.0
6,678.0,11.0,655.0,12.0
7,956.0,27.0,913.0,16.0
8,13.0,1.0,2.0,10.0
9,40.0,3.0,20.0,17.0
10,13.0,0.0,0.0,13.0
11,2173.0,176.0,1942.0,55.0
12,1515.0,12.0,1448.0,55.0
13,699.0,17.0,674.0,8.0
14,1165.0,20.0,1134.0,11.0
15,3227.0,115.0,3041.0,71.0
16,98.0,5.0,93.0,0.0
17,341.0,42.0,274.0,25.0
18,2195.0,367.0,1790.0,38.0
19,285.0,3.0,268.0,14.0
20,0.0,0.0,0.0,0.0
21,47.0,9.0,9.0,29.0
22,18.0,1.0,0.0,17.0
23,850.0,26.0,8.0,816.0
24,3.0,0.0,2.0,1.0
25,7.0,0.0,0.0,7.0
26,4.0,0.0,0.0,4.0
27,17.0,1.0,11.0,5.0
28,12.0,2.0,5.0,5.0
29,37.0,3.0,18.0,16.0
30,2636.0,71.0,1919.0,646.0
31,900.0,68.0,524.0,308.0
32,4262.0,63.0,307.0,3892.0
33,270.0,5.0,114.0,151.0
34,983.0,18.0,943.0,22.0
35,1816.0,126.0,1626.0,64.0
36,3751.0,111.0,3572.0,68.0
37,2239.0,46.0,1048.0,1145.0
38,324.0,1.0,21.0,302.0
39,1758.0,90.0,1477.0,191.0
40,68.0,8.0,34.0,26.0
41,5.0,0.0,1.0,4.0
42,15323.0,3929.0,11184.0,210.0
43,8876.0,158.0,8265.0,453.0
44,5170.0,293.0,4813.0,64.0
45,1.0,0.0,0.0,1.0
46,223.0,18.0,122.0,83.0
47,4273.0,483.0,2646.0,1144.0
48,7986.0,302.0,7303.0,381.0
49,518.0,42.0,467.0,9.0
50,4934.0,185.0,4705.0,44.0
51,1127.0,174.0,903.0,50.0
52,1602.0,151.0,1398.0,53.0
53,924.0,32.0,855.0,37.0
54,25316.0,24489.0,371.0,456.0
55,5467.0,5244.0,174.0,49.0
56,35202.0,34422.0,212.0,568.0
57,3909.0,3600.0,266.0,43.0
58,8233.0,7277.0,640.0,316.0
59,3117.0,2713.0,200.0,204.0
60,0.0,0.0,0.0,0.0
61,2127.0,1608.0,503.0,16.0
62,964.0,40.0,898.0,26.0
63,12963.0,12343.0,343.0,277.0
64,2990.0,2305.0,620.0,65.0
65,3619.0,2825.0,665.0,129.0
66,1.0,0.0,1.0,0.0
67,1618.0,45.0,1560.0,13.0
68,1.0,0.0,0.0,1.0
69,119.0,0.0,0.0,119.0
70,11511.0,9921.0,428.0,1162.0
71,3212.0,2424.0,677.0,111.0
72,2231.0,1530.0,458.0,243.0
73,2.0,0.0,2.0,0.0
74,185.0,4.0,177.0,4.0
75,1034.0,22.0,779.0,233.0
76,1184.0,27.0,1133.0,24.0
77,7.0,0.0,2.0,5.0
78,17.0,0.0,5.0,12.0
79,7.0,0.0,1.0,6.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,769.0,16.0,722.0,31.0
84,8172.0,7819.0,268.0,85.0
85,4716.0,4040.0,623.0,53.0
86,14623.0,14351.0,152.0,120.0
87,17371.0,17020.0,192.0,159.0
88,4643.0,3642.0,387.0,614.0
89,4588.0,4281.0,251.0,56.0
90,0.0,0.0,0.0,0.0
91,447.0,13.0,402.0,32.0
92,686.0,13.0,653.0,20.0
93,6404.0,5009.0,1301.0,94.0
94,13512.0,12558.0,761.0,193.0
95,14.0,10.0,0.0,4.0
96,3596.0,2918.0,550.0,128.0
97,0.0,0.0,0.0,0.0
98,1.0,0.0,1.0,0.0
99,1430.0,65.0,1343.0,22.0
100,0.0,0.0,0.0,0.0
101,35.0,0.0,6.0,29.0
102,9674.0,7623.0,936.0,1115.0
103,2287.0,1630.0,566.0,91.0
104,28.0,17.0,2.0,9.0
105,1.0,0.0,0.0,1.0
106,4996.0,3000.0,1044.0,952.0
107,1433.0,24.0,1221.0,188.0
108,194.0,19.0,174.0,1.0
109,801.0,5.0,724.0,72.0
110,0.0,0.0,0.0,0.0
111,1.0,0.0,0.0,1.0
112,5.0,1.0,2.0,2.0
113,1.0,0.0,0.0,1.0
114,289.0,35.0,226.0,28.0
115,2521.0,83.0,1713.0,725.0
116,5544.0,125.0,1187.0,4232.0
