pegRNA_idx,total,unaligned,extracted,recombination
0,43.0,4.0,4.0,35.0
1,277.0,19.0,66.0,192.0
2,1124.0,27.0,987.0,110.0
3,2091.0,52.0,1860.0,179.0
4,980.0,27.0,912.0,41.0
5,2693.0,58.0,2257.0,378.0
6,880.0,20.0,799.0,61.0
7,2466.0,101.0,2142.0,223.0
8,111.0,6.0,44.0,61.0
9,36.0,0.0,1.0,35.0
10,258.0,1.0,3.0,254.0
11,1144.0,24.0,1023.0,97.0
12,1061.0,18.0,1005.0,38.0
13,798.0,12.0,771.0,15.0
14,2724.0,171.0,2491.0,62.0
15,6121.0,166.0,5412.0,543.0
16,178.0,6.0,165.0,7.0
17,556.0,27.0,476.0,53.0
18,761.0,14.0,366.0,381.0
19,718.0,88.0,563.0,67.0
20,0.0,0.0,0.0,0.0
21,381.0,5.0,67.0,309.0
22,38.0,0.0,2.0,36.0
23,481.0,26.0,22.0,433.0
24,27.0,1.0,4.0,22.0
25,152.0,11.0,2.0,139.0
26,144.0,4.0,45.0,95.0
27,138.0,4.0,2.0,132.0
28,97.0,2.0,0.0,95.0
29,530.0,10.0,297.0,223.0
30,1386.0,68.0,328.0,990.0
31,330.0,29.0,210.0,91.0
32,907.0,16.0,265.0,626.0
33,250.0,2.0,76.0,172.0
34,2064.0,50.0,1783.0,231.0
35,1981.0,80.0,1546.0,355.0
36,2124.0,68.0,1743.0,313.0
37,810.0,22.0,478.0,310.0
38,393.0,7.0,11.0,375.0
39,618.0,21.0,351.0,246.0
40,629.0,27.0,85.0,517.0
41,58.0,1.0,15.0,42.0
42,13288.0,357.0,12647.0,284.0
43,10242.0,237.0,9638.0,367.0
44,7119.0,130.0,6756.0,233.0
45,44.0,4.0,34.0,6.0
46,526.0,12.0,177.0,337.0
47,1349.0,32.0,275.0,1042.0
48,14978.0,424.0,13943.0,611.0
49,776.0,25.0,729.0,22.0
50,9120.0,406.0,8524.0,190.0
51,2065.0,81.0,1675.0,309.0
52,3052.0,72.0,2620.0,360.0
53,2100.0,69.0,1864.0,167.0
54,3656.0,1611.0,1009.0,1036.0
55,1752.0,655.0,793.0,304.0
56,3696.0,2748.0,625.0,323.0
57,1451.0,336.0,980.0,135.0
58,3461.0,594.0,2318.0,549.0
59,1912.0,719.0,973.0,220.0
60,0.0,0.0,0.0,0.0
61,2414.0,77.0,2234.0,103.0
62,4305.0,89.0,4006.0,210.0
63,2346.0,782.0,850.0,714.0
64,2178.0,296.0,1460.0,422.0
65,2746.0,275.0,1867.0,604.0
66,38.0,0.0,0.0,38.0
67,6588.0,209.0,6182.0,197.0
68,9.0,0.0,0.0,9.0
69,20.0,0.0,0.0,20.0
70,2723.0,624.0,1295.0,804.0
71,3109.0,242.0,2445.0,422.0
72,2601.0,284.0,2010.0,307.0
73,24.0,0.0,7.0,17.0
74,662.0,9.0,592.0,61.0
75,3469.0,82.0,3336.0,51.0
76,2976.0,96.0,2676.0,204.0
77,20.0,1.0,0.0,19.0
78,202.0,1.0,30.0,171.0
79,30.0,7.0,9.0,14.0
80,32.0,0.0,1.0,31.0
81,0.0,0.0,0.0,0.0
82,11.0,1.0,2.0,8.0
83,4117.0,84.0,3926.0,107.0
84,2540.0,988.0,1340.0,212.0
85,2432.0,498.0,1696.0,238.0
86,1946.0,1408.0,294.0,244.0
87,2661.0,1334.0,849.0,478.0
88,1863.0,403.0,1298.0,162.0
89,2109.0,653.0,1023.0,433.0
90,0.0,0.0,0.0,0.0
91,1594.0,49.0,1510.0,35.0
92,2995.0,170.0,2759.0,66.0
93,3726.0,437.0,2851.0,438.0
94,2513.0,748.0,940.0,825.0
95,26.0,0.0,0.0,26.0
96,2369.0,291.0,1663.0,415.0
97,0.0,0.0,0.0,0.0
98,16.0,1.0,1.0,14.0
99,7841.0,421.0,7292.0,128.0
100,3.0,0.0,0.0,3.0
101,19.0,0.0,4.0,15.0
102,1990.0,426.0,1058.0,506.0
103,3229.0,338.0,2275.0,616.0
104,522.0,1.0,208.0,313.0
105,97.0,7.0,3.0,87.0
106,3523.0,246.0,2688.0,589.0
107,4715.0,133.0,4476.0,106.0
108,614.0,15.0,567.0,32.0
109,2440.0,42.0,2333.0,65.0
110,6.0,0.0,0.0,6.0
111,4.0,0.0,2.0,2.0
112,20.0,0.0,1.0,19.0
113,16.0,0.0,3.0,13.0
114,538.0,19.0,334.0,185.0
115,761.0,41.0,366.0,354.0
116,1502.0,120.0,896.0,486.0
117,1125.0,27.0,607.0,491.0
118,297.0,14.0,128.0,155.0
119,670.0,32.0,473.0,165.0
120,2017.0,56.0,1651.0,310.0
121,2033.0,88.0,1813.0,132.0
122,2772.0,141.0,2089.0,542.0
123,12116.0,238.0,11450.0,428.0
124,12403.0,332.0,11551.0,520.0
125,7838.0,206.0,7309.0,323.0
126,40.0,1.0,4.0,35.0
127,437.0,6.0,4.0,427.0
128,709.0,16.0,11.0,682.0
129,21088.0,698.0,19778.0,612.0
130,1440.0,31.0,1387.0,22.0
131,37.0,4.0,18.0,15.0
132,14920.0,436.0,14092.0,392.0
133,1769.0,49.0,1597.0,123.0
134,2244.0,79.0,2037.0,128.0
135,3911.0,114.0,3166.0,631.0
136,1464.0,115.0,597.0,752.0
137,623.0,14.0,248.0,361.0
138,892.0,38.0,268.0,586.0
139,593.0,33.0,234.0,326.0
140,66.0,1.0,7.0,58.0
141,125.0,8.0,1.0,116.0
142,303.0,0.0,0.0,303.0
143,140.0,83.0,2.0,55.0
144,419.0,6.0,55.0,358.0
145,439.0,26.0,75.0,338.0
146,235.0,5.0,24.0,206.0
147,321.0,9.0,90.0,222.0
148,6402.0,786.0,5185.0,431.0
149,1344.0,369.0,713.0,262.0
150,923.0,231.0,548.0,144.0
151,11.0,0.0,7.0,4.0
152,129.0,2.0,50.0,77.0
153,341.0,74.0,175.0,92.0
154,16727.0,705.0,15507.0,515.0
155,8550.0,319.0,8005.0,226.0
156,10170.0,610.0,8952.0,608.0
157,10.0,0.0,8.0,2.0
158,1233.0,51.0,225.0,957.0
159,63.0,4.0,22.0,37.0
160,412.0,7.0,108.0,297.0
161,4.0,0.0,4.0,0.0
162,10.0,0.0,2.0,8.0
163,554.0,16.0,473.0,65.0
164,484.0,30.0,405.0,49.0
165,615.0,14.0,539.0,62.0
166,0.0,0.0,0.0,0.0
167,5.0,0.0,3.0,2.0
168,108.0,0.0,3.0,105.0
169,87.0,1.0,17.0,69.0
170,400.0,5.0,40.0,355.0
171,53.0,0.0,1.0,52.0
