pegRNA_idx,total,unaligned,extracted,recombination
0,223.0,1.0,1.0,221.0
1,95.0,2.0,3.0,90.0
2,2218.0,44.0,1162.0,1012.0
3,2743.0,169.0,2076.0,498.0
4,843.0,22.0,736.0,85.0
5,3618.0,180.0,3151.0,287.0
6,1415.0,25.0,1102.0,288.0
7,3134.0,56.0,2942.0,136.0
8,201.0,28.0,15.0,158.0
9,452.0,6.0,3.0,443.0
10,1242.0,16.0,15.0,1211.0
11,1426.0,33.0,1021.0,372.0
12,2307.0,41.0,1303.0,963.0
13,993.0,4.0,965.0,24.0
14,5943.0,144.0,5632.0,167.0
15,9765.0,216.0,8083.0,1466.0
16,170.0,106.0,58.0,6.0
17,1098.0,29.0,791.0,278.0
18,1257.0,39.0,634.0,584.0
19,704.0,11.0,493.0,200.0
20,1.0,0.0,1.0,0.0
21,390.0,5.0,4.0,381.0
22,5.0,0.0,0.0,5.0
23,964.0,15.0,9.0,940.0
24,31.0,4.0,7.0,20.0
25,153.0,32.0,2.0,119.0
26,63.0,1.0,16.0,46.0
27,245.0,0.0,10.0,235.0
28,9.0,0.0,0.0,9.0
29,1147.0,6.0,693.0,448.0
30,826.0,53.0,166.0,607.0
31,193.0,19.0,67.0,107.0
32,509.0,12.0,51.0,446.0
33,293.0,7.0,37.0,249.0
34,1281.0,89.0,1065.0,127.0
35,2794.0,71.0,1964.0,759.0
36,2169.0,82.0,1807.0,280.0
37,2682.0,134.0,1248.0,1300.0
38,1018.0,9.0,11.0,998.0
39,1038.0,189.0,302.0,547.0
40,46.0,2.0,3.0,41.0
41,7.0,1.0,0.0,6.0
42,22699.0,963.0,20060.0,1676.0
43,12353.0,207.0,11887.0,259.0
44,9787.0,245.0,9322.0,220.0
45,63.0,7.0,50.0,6.0
46,421.0,7.0,209.0,205.0
47,780.0,39.0,245.0,496.0
48,28036.0,478.0,25591.0,1967.0
49,688.0,15.0,659.0,14.0
50,10298.0,215.0,9677.0,406.0
51,1997.0,43.0,1559.0,395.0
52,3292.0,79.0,2127.0,1086.0
53,2142.0,143.0,1782.0,217.0
54,3189.0,1078.0,993.0,1118.0
55,990.0,268.0,628.0,94.0
56,3463.0,2038.0,574.0,851.0
57,1560.0,232.0,974.0,354.0
58,2885.0,334.0,2119.0,432.0
59,1361.0,308.0,828.0,225.0
60,0.0,0.0,0.0,0.0
61,2494.0,147.0,2264.0,83.0
62,5444.0,156.0,5068.0,220.0
63,3790.0,591.0,755.0,2444.0
64,2513.0,271.0,1522.0,720.0
65,2670.0,177.0,1667.0,826.0
66,60.0,1.0,4.0,55.0
67,8122.0,307.0,7573.0,242.0
68,9.0,0.0,0.0,9.0
69,0.0,0.0,0.0,0.0
70,2694.0,574.0,1547.0,573.0
71,2933.0,171.0,2120.0,642.0
72,2344.0,125.0,1743.0,476.0
73,3.0,1.0,2.0,0.0
74,479.0,3.0,438.0,38.0
75,4293.0,176.0,3439.0,678.0
76,4563.0,115.0,4159.0,289.0
77,9.0,0.0,0.0,9.0
78,272.0,3.0,1.0,268.0
79,76.0,0.0,0.0,76.0
80,6.0,0.0,1.0,5.0
81,0.0,0.0,0.0,0.0
82,1.0,0.0,0.0,1.0
83,3736.0,102.0,3564.0,70.0
84,2315.0,482.0,1391.0,442.0
85,2227.0,311.0,1607.0,309.0
86,1881.0,925.0,279.0,677.0
87,3492.0,882.0,926.0,1684.0
88,1775.0,220.0,1189.0,366.0
89,1545.0,350.0,851.0,344.0
90,0.0,0.0,0.0,0.0
91,1677.0,55.0,1606.0,16.0
92,3303.0,90.0,3006.0,207.0
93,3301.0,280.0,2567.0,454.0
94,2934.0,566.0,874.0,1494.0
95,22.0,0.0,1.0,21.0
96,2380.0,173.0,2029.0,178.0
97,0.0,0.0,0.0,0.0
98,24.0,1.0,20.0,3.0
99,10474.0,386.0,9847.0,241.0
100,0.0,0.0,0.0,0.0
101,9.0,1.0,2.0,6.0
102,2336.0,391.0,708.0,1237.0
103,3177.0,219.0,2475.0,483.0
104,28.0,0.0,2.0,26.0
105,34.0,1.0,3.0,30.0
106,3158.0,176.0,2473.0,509.0
107,6636.0,62.0,6386.0,188.0
108,606.0,27.0,555.0,24.0
109,3538.0,259.0,3029.0,250.0
110,1.0,0.0,0.0,1.0
111,1.0,0.0,1.0,0.0
112,9.0,2.0,5.0,2.0
113,6.0,1.0,0.0,5.0
114,385.0,14.0,309.0,62.0
115,1250.0,43.0,353.0,854.0
116,3637.0,104.0,1298.0,2235.0
117,3932.0,114.0,543.0,3275.0
118,978.0,20.0,311.0,647.0
119,1467.0,55.0,723.0,689.0
120,2800.0,102.0,2403.0,295.0
121,1689.0,32.0,1401.0,256.0
122,3880.0,87.0,2679.0,1114.0
123,17562.0,289.0,16631.0,642.0
124,19065.0,575.0,17506.0,984.0
125,9381.0,224.0,8762.0,395.0
126,32.0,0.0,1.0,31.0
127,189.0,6.0,84.0,99.0
128,518.0,23.0,16.0,479.0
129,44070.0,834.0,42173.0,1063.0
130,1091.0,24.0,1046.0,21.0
131,58.0,1.0,5.0,52.0
132,19359.0,450.0,18158.0,751.0
133,1752.0,47.0,1431.0,274.0
