pegRNA_idx,total,unaligned,extracted,recombination
0,63.0,0.0,1.0,62.0
1,349.0,78.0,4.0,267.0
2,1108.0,27.0,864.0,217.0
3,2609.0,109.0,1995.0,505.0
4,1053.0,17.0,1004.0,32.0
5,3674.0,275.0,3070.0,329.0
6,1248.0,28.0,1133.0,87.0
7,2552.0,131.0,2264.0,157.0
8,125.0,9.0,20.0,96.0
9,261.0,10.0,13.0,238.0
10,1015.0,33.0,166.0,816.0
11,1436.0,33.0,1160.0,243.0
12,1654.0,26.0,1347.0,281.0
13,909.0,19.0,862.0,28.0
14,4230.0,154.0,3948.0,128.0
15,7493.0,232.0,6496.0,765.0
16,161.0,29.0,130.0,2.0
17,601.0,13.0,478.0,110.0
18,874.0,41.0,360.0,473.0
19,602.0,17.0,473.0,112.0
20,0.0,0.0,0.0,0.0
21,524.0,15.0,177.0,332.0
22,22.0,1.0,2.0,19.0
23,447.0,34.0,4.0,409.0
24,89.0,8.0,21.0,60.0
25,140.0,24.0,0.0,116.0
26,124.0,8.0,35.0,81.0
27,290.0,3.0,36.0,251.0
28,49.0,10.0,13.0,26.0
29,840.0,24.0,270.0,546.0
30,1039.0,20.0,646.0,373.0
31,280.0,22.0,118.0,140.0
32,568.0,32.0,140.0,396.0
33,142.0,4.0,28.0,110.0
34,1478.0,89.0,1288.0,101.0
35,1958.0,43.0,1653.0,262.0
36,1938.0,157.0,1571.0,210.0
37,1144.0,47.0,404.0,693.0
38,469.0,1.0,177.0,291.0
39,485.0,37.0,191.0,257.0
40,359.0,28.0,214.0,117.0
41,30.0,1.0,0.0,29.0
42,13320.0,427.0,12214.0,679.0
43,8914.0,268.0,8385.0,261.0
44,6793.0,165.0,6407.0,221.0
45,44.0,6.0,24.0,14.0
46,343.0,26.0,211.0,106.0
47,569.0,47.0,207.0,315.0
48,18617.0,646.0,17054.0,917.0
49,730.0,23.0,679.0,28.0
50,9587.0,372.0,8890.0,325.0
51,1862.0,66.0,1388.0,408.0
52,2800.0,337.0,1781.0,682.0
53,2081.0,137.0,1751.0,193.0
54,14499.0,12971.0,834.0,694.0
55,4294.0,3747.0,418.0,129.0
56,24496.0,23296.0,391.0,809.0
57,3072.0,2292.0,559.0,221.0
58,5978.0,3940.0,1479.0,559.0
59,5156.0,4397.0,478.0,281.0
60,1.0,0.0,0.0,1.0
61,1112.0,76.0,985.0,51.0
62,2287.0,70.0,2165.0,52.0
63,8109.0,6118.0,677.0,1314.0
64,3552.0,1923.0,1194.0,435.0
65,3634.0,1769.0,1292.0,573.0
