pegRNA_idx,total,unaligned,extracted,recombination
0,1.0,0.0,1.0,0.0
1,63.0,0.0,0.0,63.0
2,909.0,42.0,854.0,13.0
3,7107.0,136.0,1506.0,5465.0
4,1037.0,26.0,1009.0,2.0
5,2383.0,60.0,2297.0,26.0
6,1129.0,59.0,947.0,123.0
7,1187.0,15.0,1158.0,14.0
8,1.0,0.0,0.0,1.0
9,274.0,2.0,33.0,239.0
10,239.0,2.0,4.0,233.0
11,2259.0,77.0,2163.0,19.0
12,657.0,5.0,645.0,7.0
13,473.0,9.0,463.0,1.0
14,6377.0,94.0,5735.0,548.0
15,11359.0,188.0,11084.0,87.0
16,930.0,10.0,917.0,3.0
17,255.0,2.0,250.0,3.0
18,262.0,14.0,243.0,5.0
19,1061.0,9.0,333.0,719.0
20,0.0,0.0,0.0,0.0
21,21.0,2.0,16.0,3.0
22,9.0,0.0,4.0,5.0
23,6.0,0.0,2.0,4.0
24,5.0,0.0,4.0,1.0
25,238.0,2.0,0.0,236.0
26,2.0,0.0,1.0,1.0
27,11.0,0.0,9.0,2.0
28,0.0,0.0,0.0,0.0
29,22.0,0.0,20.0,2.0
30,3307.0,186.0,1723.0,1398.0
31,2205.0,117.0,1214.0,874.0
32,393.0,38.0,333.0,22.0
33,423.0,26.0,228.0,169.0
34,1404.0,73.0,1317.0,14.0
35,2919.0,177.0,2132.0,610.0
36,2320.0,71.0,2224.0,25.0
37,1993.0,236.0,1077.0,680.0
38,2595.0,115.0,1985.0,495.0
39,1168.0,95.0,877.0,196.0
40,197.0,4.0,188.0,5.0
41,9.0,1.0,0.0,8.0
42,24961.0,906.0,23903.0,152.0
43,12209.0,259.0,11876.0,74.0
44,4706.0,87.0,4570.0,49.0
45,7.0,1.0,6.0,0.0
46,214.0,15.0,178.0,21.0
47,4086.0,262.0,2313.0,1511.0
48,17668.0,357.0,17175.0,136.0
49,254.0,3.0,241.0,10.0
50,7647.0,157.0,7344.0,146.0
51,2603.0,221.0,2345.0,37.0
52,1579.0,24.0,1526.0,29.0
53,583.0,14.0,555.0,14.0
54,42915.0,41989.0,281.0,645.0
55,3014.0,2815.0,139.0,60.0
56,41481.0,39563.0,144.0,1774.0
57,2804.0,2549.0,195.0,60.0
58,8927.0,8054.0,646.0,227.0
59,7982.0,7481.0,308.0,193.0
60,0.0,0.0,0.0,0.0
61,534.0,9.0,524.0,1.0
62,971.0,11.0,953.0,7.0
63,28337.0,27729.0,166.0,442.0
64,4730.0,4293.0,335.0,102.0
65,8991.0,8440.0,280.0,271.0
