peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc
peg_0,2,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0
peg_1,3,2,0,0,2,0,0,2,0.0,0.0,100.0,0.0
peg_2,459,436,370,42,24,10,14,0,84.86238532110092,9.63302752293578,5.504587155963303,2.293577981651376
peg_3,1125,980,497,102,381,289,92,0,50.714285714285715,10.408163265306122,38.87755102040816,29.489795918367346
peg_4,244,244,228,6,10,4,6,0,93.44262295081967,2.459016393442623,4.098360655737705,1.639344262295082
peg_5,1497,1487,1098,252,137,20,116,1,73.8399462004035,16.94687289845326,9.213180901143241,1.3449899125756557
peg_6,423,422,281,101,40,5,35,0,66.58767772511848,23.933649289099527,9.47867298578199,1.1848341232227488
peg_7,475,475,365,29,81,6,74,1,76.84210526315789,6.105263157894737,17.05263157894737,1.263157894736842
peg_8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_9,9,7,0,0,7,0,0,7,0.0,0.0,100.0,0.0
peg_10,60,10,0,0,10,0,0,10,0.0,0.0,100.0,0.0
peg_11,2453,2396,965,85,1346,229,1108,9,40.27545909849749,3.5475792988313857,56.17696160267112,9.557595993322204
peg_12,604,585,372,181,32,7,24,1,63.58974358974359,30.94017094017094,5.47008547008547,1.1965811965811965
peg_13,379,375,260,88,27,0,25,2,69.33333333333333,23.466666666666665,7.2,0.0
peg_14,2164,2160,1842,127,191,14,176,1,85.27777777777777,5.87962962962963,8.842592592592593,0.6481481481481481
peg_15,5433,5415,4690,403,322,38,276,8,86.61126500461681,7.442289935364728,5.946445060018467,0.7017543859649122
peg_16,441,440,403,18,19,10,9,0,91.5909090909091,4.090909090909091,4.318181818181818,2.272727272727273
peg_17,205,197,156,18,23,5,18,0,79.18781725888324,9.137055837563452,11.6751269035533,2.5380710659898478
peg_18,215,142,62,11,69,23,40,6,43.66197183098591,7.746478873239437,48.59154929577465,16.197183098591548
peg_19,215,210,154,8,48,23,25,0,73.33333333333333,3.8095238095238093,22.857142857142858,10.952380952380953
peg_20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_21,52,52,0,0,52,50,0,2,0.0,0.0,100.0,96.15384615384616
peg_22,11,2,0,0,2,1,0,1,0.0,0.0,100.0,50.0
peg_23,18,3,0,0,3,0,0,3,0.0,0.0,100.0,0.0
peg_24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_27,30,5,0,0,5,0,0,5,0.0,0.0,100.0,0.0
peg_28,8,2,0,0,2,1,0,1,0.0,0.0,100.0,50.0
peg_29,3,2,0,0,2,1,0,1,0.0,0.0,100.0,50.0
peg_30,3194,1814,0,28,1786,325,168,1293,0.0,1.543550165380375,98.45644983461962,17.916207276736493
peg_31,2818,517,2,54,461,104,24,333,0.38684719535783363,10.444874274661508,89.16827852998065,20.11605415860735
peg_32,648,371,1,7,363,51,4,308,0.2695417789757412,1.8867924528301887,97.84366576819407,13.746630727762803
peg_33,395,224,1,19,204,21,80,103,0.44642857142857145,8.482142857142858,91.07142857142857,9.375
peg_34,795,697,470,26,201,140,56,5,67.43185078909613,3.7302725968436157,28.837876614060256,20.086083213773314
peg_35,1500,1141,702,110,329,149,112,68,61.52497808939527,9.640666082383873,28.834355828220858,13.058720420683612
peg_36,1449,1191,529,175,487,46,424,17,44.416456759026026,14.693534844668346,40.890008396305625,3.8623005877413936
peg_37,1973,1223,0,14,1209,103,280,826,0.0,1.1447260834014719,98.85527391659853,8.421913327882256
peg_38,685,20,0,0,20,3,0,17,0.0,0.0,100.0,15.0
peg_39,1830,1029,3,15,1011,196,394,421,0.2915451895043732,1.4577259475218658,98.25072886297376,19.047619047619047
peg_40,413,149,0,0,149,36,0,113,0.0,0.0,100.0,24.161073825503355
peg_41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_42,13126,12825,9128,1098,2599,576,1942,81,71.17348927875244,8.56140350877193,20.265107212475634,4.491228070175438
peg_43,6270,6156,4956,275,925,172,697,56,80.50682261208577,4.467186484730345,15.025990903183885,2.7940220922677064
peg_44,2642,2596,2240,126,230,33,145,52,86.28659476117103,4.85362095531587,8.859784283513097,1.271186440677966
peg_45,16,14,0,0,14,13,1,0,0.0,0.0,100.0,92.85714285714286
peg_46,301,155,1,10,144,21,5,118,0.6451612903225806,6.451612903225806,92.90322580645162,13.548387096774194
