peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc
peg_0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_2,406,399,373,6,20,11,8,1,93.48370927318295,1.5037593984962405,5.012531328320802,2.756892230576441
peg_3,992,984,827,64,93,8,83,2,84.04471544715447,6.504065040650406,9.451219512195122,0.8130081300813008
peg_4,519,517,491,2,24,6,17,1,94.97098646034816,0.38684719535783363,4.6421663442940035,1.1605415860735009
peg_5,802,785,603,102,80,10,69,1,76.81528662420382,12.993630573248408,10.19108280254777,1.2738853503184713
peg_6,458,457,390,33,34,0,32,2,85.33916849015317,7.2210065645514225,7.439824945295404,0.0
peg_7,923,914,810,7,97,29,61,7,88.62144420131291,0.7658643326039387,10.61269146608315,3.1728665207877462
peg_8,9,8,0,0,8,8,0,0,0.0,0.0,100.0,100.0
peg_9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_11,969,446,349,27,70,29,38,3,78.25112107623319,6.053811659192825,15.695067264573991,6.502242152466367
peg_12,1291,814,733,26,55,17,37,1,90.04914004914005,3.194103194103194,6.756756756756757,2.0884520884520885
peg_13,206,206,180,12,14,2,10,2,87.37864077669903,5.825242718446602,6.796116504854369,0.970873786407767
peg_14,2388,2387,2143,64,180,32,147,1,89.77796397151236,2.6811897779639717,7.5408462505236695,1.3405948889819859
peg_15,8219,3057,2743,127,187,44,135,8,89.72849198560681,4.1543997383055284,6.117108276087667,1.4393195943735688
peg_16,87,87,73,7,7,3,4,0,83.9080459770115,8.045977011494253,8.045977011494253,3.4482758620689653
peg_17,168,164,132,2,30,10,20,0,80.48780487804878,1.2195121951219512,18.29268292682927,6.097560975609756
peg_18,475,400,76,4,320,3,317,0,19.0,1.0,80.0,0.75
peg_19,137,133,69,1,63,6,56,1,51.8796992481203,0.7518796992481203,47.36842105263158,4.511278195488722
peg_20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_21,19,16,0,0,16,0,0,16,0.0,0.0,100.0,0.0
peg_22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_24,4,3,0,0,3,3,0,0,0.0,0.0,100.0,100.0
peg_25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_29,169,24,0,0,24,11,0,13,0.0,0.0,100.0,45.833333333333336
peg_30,3836,413,1,28,384,64,6,314,0.24213075060532688,6.779661016949152,92.97820823244552,15.49636803874092
peg_31,527,164,4,15,145,17,3,125,2.4390243902439024,9.146341463414634,88.41463414634147,10.365853658536585
peg_32,198,101,1,0,100,36,4,60,0.9900990099009901,0.0,99.00990099009901,35.64356435643565
peg_33,99,66,0,9,57,2,2,53,0.0,13.636363636363637,86.36363636363636,3.0303030303030303
peg_34,327,326,181,2,143,6,137,0,55.52147239263804,0.6134969325153374,43.86503067484663,1.8404907975460123
peg_35,681,635,380,23,232,94,125,13,59.84251968503937,3.622047244094488,36.53543307086614,14.803149606299213
peg_36,1364,583,365,50,168,18,147,3,62.60720411663808,8.576329331046312,28.81646655231561,3.0874785591766725
peg_37,2537,290,0,6,284,111,33,140,0.0,2.0689655172413794,97.93103448275862,38.275862068965516
peg_38,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_39,788,437,0,18,419,204,66,149,0.0,4.118993135011442,95.88100686498856,46.681922196796336
peg_40,17,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0
peg_41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_42,10199,10176,8188,1073,915,188,704,23,80.46383647798743,10.54441823899371,8.991745283018869,1.8474842767295598
peg_43,4667,4605,3974,185,446,30,386,30,86.29750271444082,4.017372421281216,9.68512486427796,0.6514657980456026
peg_44,1926,1911,1530,32,349,100,245,4,80.06279434850863,1.674515960230246,18.26268969126112,5.2328623757195185
peg_45,7,2,0,0,2,0,2,0,0.0,0.0,100.0,0.0
peg_46,98,59,0,4,55,7,1,47,0.0,6.779661016949152,93.22033898305085,11.864406779661017
peg_47,1137,522,0,8,514,39,26,449,0.0,1.5325670498084292,98.46743295019157,7.471264367816092
peg_48,8419,8285,6907,427,951,54,869,28,83.36753168376585,5.153892576946289,11.47857573928787,0.651780325890163
peg_49,340,337,269,1,67,15,52,0,79.82195845697329,0.29673590504451036,19.881305637982194,4.451038575667655
peg_50,3797,3789,3177,28,584,363,199,22,83.8479809976247,0.7389812615465822,15.413037740828715,9.58036421219319
peg_51,1669,1648,1303,75,270,111,133,26,79.06553398058253,4.550970873786408,16.383495145631066,6.735436893203883
peg_52,508,490,272,9,209,15,193,1,55.51020408163265,1.836734693877551,42.6530612244898,3.061224489795918
peg_53,508,496,392,4,100,7,87,6,79.03225806451613,0.8064516129032258,20.161290322580644,1.4112903225806452
peg_54,242,206,177,0,29,7,17,5,85.92233009708738,0.0,14.077669902912621,3.3980582524271843
peg_55,124,117,93,16,8,0,6,2,79.48717948717949,13.675213675213675,6.837606837606837,0.0
peg_56,116,92,80,0,12,2,10,0,86.95652173913044,0.0,13.043478260869565,2.1739130434782608
peg_57,172,167,147,0,20,4,16,0,88.02395209580838,0.0,11.976047904191617,2.395209580838323
peg_58,570,457,418,1,38,2,36,0,91.46608315098469,0.2188183807439825,8.315098468271335,0.437636761487965
peg_59,88,81,69,0,12,4,6,2,85.18518518518519,0.0,14.814814814814815,4.938271604938271
peg_60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
