peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc
peg_0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_1,11,5,0,0,5,0,0,5,0.0,0.0,100.0,0.0
peg_2,729,705,405,220,80,18,62,0,57.4468085106383,31.20567375886525,11.347517730496454,2.5531914893617023
peg_3,559,501,386,87,28,5,22,1,77.04590818363273,17.365269461077844,5.588822355289421,0.998003992015968
peg_4,355,353,346,3,4,1,3,0,98.01699716713881,0.8498583569405099,1.13314447592068,0.28328611898017
peg_5,2000,1987,1297,422,268,196,72,0,65.27428283844992,21.238047307498743,13.487669854051333,9.864116758933065
peg_6,226,225,176,33,16,0,16,0,78.22222222222223,14.666666666666666,7.111111111111111,0.0
peg_7,558,556,449,28,79,1,78,0,80.75539568345324,5.0359712230215825,14.20863309352518,0.17985611510791366
peg_8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_9,7,7,0,0,7,0,7,0,0.0,0.0,100.0,0.0
peg_10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_11,727,697,450,47,200,155,36,9,64.56241032998565,6.743185078909613,28.694404591104735,22.23816355810617
peg_12,1392,1378,1161,113,104,7,95,2,84.25253991291727,8.200290275761974,7.547169811320755,0.5079825834542816
peg_13,604,598,535,24,39,9,30,0,89.4648829431438,4.013377926421405,6.521739130434782,1.5050167224080269
peg_14,588,585,526,39,20,2,18,0,89.91452991452991,6.666666666666667,3.4188034188034186,0.3418803418803419
peg_15,2759,2736,2236,196,304,40,261,3,81.72514619883042,7.16374269005848,11.11111111111111,1.4619883040935673
peg_16,8,8,7,0,1,0,1,0,87.5,0.0,12.5,0.0
peg_17,192,175,111,10,54,8,46,0,63.42857142857143,5.714285714285714,30.857142857142858,4.571428571428571
peg_18,1536,1475,38,6,1431,15,1407,9,2.5762711864406778,0.4067796610169492,97.01694915254237,1.0169491525423728
peg_19,178,171,135,4,32,9,22,1,78.94736842105263,2.3391812865497075,18.71345029239766,5.2631578947368425
peg_20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_21,27,15,0,0,15,3,0,12,0.0,0.0,100.0,20.0
peg_22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_24,14,11,0,0,11,0,0,11,0.0,0.0,100.0,0.0
peg_25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_26,3,3,0,0,3,0,0,3,0.0,0.0,100.0,0.0
peg_27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_28,5,5,0,0,5,3,0,2,0.0,0.0,100.0,60.0
peg_29,21,11,0,0,11,10,0,1,0.0,0.0,100.0,90.9090909090909
peg_30,2147,1268,1,18,1249,105,38,1106,0.07886435331230283,1.4195583596214512,98.50157728706624,8.280757097791797
peg_31,556,228,2,18,208,44,20,144,0.8771929824561403,7.894736842105263,91.2280701754386,19.29824561403509
peg_32,567,301,1,3,297,54,5,238,0.33222591362126247,0.9966777408637874,98.67109634551495,17.940199335548172
peg_33,106,55,0,8,47,5,6,36,0.0,14.545454545454545,85.45454545454545,9.090909090909092
peg_34,419,362,212,11,139,12,124,3,58.56353591160221,3.0386740331491713,38.39779005524862,3.314917127071823
peg_35,559,497,180,29,288,132,145,11,36.21730382293762,5.835010060362173,57.947686116700204,26.559356136820927
peg_36,730,584,222,106,256,19,223,14,38.013698630136986,18.15068493150685,43.83561643835616,3.2534246575342465
peg_37,1394,841,2,11,828,88,290,450,0.23781212841854935,1.3079667063020215,98.45422116527944,10.463733650416172
peg_38,90,24,0,0,24,8,0,16,0.0,0.0,100.0,33.333333333333336
peg_39,1223,1001,0,11,990,209,331,450,0.0,1.098901098901099,98.9010989010989,20.87912087912088
peg_40,9,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0
peg_41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_42,7877,7720,4659,1110,1951,147,1691,113,60.34974093264249,14.378238341968911,25.2720207253886,1.9041450777202074
peg_43,7775,7556,6411,586,559,168,367,24,84.84647961884595,7.755426151402859,7.398094229751191,2.2233986236103758
peg_44,3701,3652,2564,137,951,50,885,16,70.20810514786419,3.751369112814896,26.04052573932092,1.3691128148959475
peg_45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_46,92,68,0,3,65,17,6,42,0.0,4.411764705882353,95.58823529411765,25.0
peg_47,2578,1181,0,20,1161,394,126,641,0.0,1.6934801016088061,98.30651989839119,33.36155800169348
peg_48,4152,4069,3263,400,406,69,258,79,80.19169329073482,9.830425165888425,9.977881543376752,1.6957483411157532
peg_49,112,112,96,1,15,0,14,1,85.71428571428571,0.8928571428571429,13.392857142857142,0.0
peg_50,2686,2650,2063,248,339,39,209,91,77.84905660377359,9.358490566037736,12.79245283018868,1.471698113207547
peg_51,546,497,228,21,248,139,95,14,45.87525150905432,4.225352112676056,49.899396378269614,27.96780684104628
peg_52,438,422,176,27,219,6,206,7,41.70616113744076,6.398104265402844,51.8957345971564,1.4218009478672986
peg_53,214,204,115,10,79,13,57,9,56.372549019607845,4.901960784313726,38.72549019607843,6.372549019607843
peg_54,258,219,200,1,18,4,14,0,91.32420091324201,0.45662100456621,8.219178082191782,1.82648401826484
peg_55,79,73,61,0,12,2,10,0,83.56164383561644,0.0,16.438356164383563,2.73972602739726
peg_56,113,76,68,0,8,4,4,0,89.47368421052632,0.0,10.526315789473685,5.2631578947368425
peg_57,238,229,217,0,12,1,10,1,94.75982532751091,0.0,5.240174672489083,0.4366812227074236
peg_58,581,543,212,0,331,307,23,1,39.042357274401475,0.0,60.957642725598525,56.537753222836095
peg_59,169,164,151,0,13,1,12,0,92.07317073170732,0.0,7.926829268292683,0.6097560975609756
peg_60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_61,332,304,206,0,98,27,65,6,67.76315789473684,0.0,32.23684210526316,8.881578947368421
