peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc
peg_0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_2,854,849,691,88,70,14,35,21,81.38987043580683,10.365135453474677,8.244994110718492,1.6489988221436984
peg_3,1506,1445,707,144,594,448,141,5,48.92733564013841,9.965397923875432,41.10726643598616,31.003460207612456
peg_4,1009,1009,968,4,37,1,35,1,95.93657086223985,0.39643211100099107,3.6669970267591676,0.09910802775024777
peg_5,2297,2297,1903,234,160,18,139,3,82.84719198955159,10.187200696560732,6.96560731388768,0.783630822812364
peg_6,947,944,701,155,88,1,86,1,74.25847457627118,16.41949152542373,9.322033898305085,0.1059322033898305
peg_7,1158,1158,893,52,213,5,207,1,77.11571675302245,4.490500863557858,18.39378238341969,0.4317789291882556
peg_8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_9,33,17,0,0,17,1,0,16,0.0,0.0,100.0,5.882352941176471
peg_10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_11,2163,2119,979,37,1103,113,989,1,46.2010382255781,1.7461066540821142,52.052855120339785,5.332704105710241
peg_12,645,623,471,134,18,0,17,1,75.60192616372392,21.508828250401283,2.889245585874799,0.0
peg_13,463,463,376,54,33,0,32,1,81.20950323974083,11.663066954643629,7.1274298056155505,0.0
peg_14,5735,5729,5102,138,489,11,475,3,89.05568161982895,2.408797346831908,8.535521033339151,0.19200558561703612
peg_15,11084,11039,9966,516,557,25,527,5,90.27991665911767,4.674336443518435,5.045746897363892,0.2264697889301567
peg_16,917,917,866,3,48,22,26,0,94.43838604143947,0.3271537622682661,5.2344601962922575,2.399127589967285
peg_17,250,243,207,11,25,7,18,0,85.18518518518519,4.526748971193416,10.2880658436214,2.880658436213992
peg_18,243,160,70,7,83,19,64,0,43.75,4.375,51.875,11.875
peg_19,333,325,263,12,50,36,14,0,80.92307692307692,3.6923076923076925,15.384615384615385,11.076923076923077
peg_20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_21,16,7,0,0,7,5,0,2,0.0,0.0,100.0,71.42857142857143
peg_22,4,4,0,0,4,0,0,4,0.0,0.0,100.0,0.0
peg_23,1,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0
peg_24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_27,9,5,0,0,5,0,0,5,0.0,0.0,100.0,0.0
peg_28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_29,12,8,0,0,8,2,0,6,0.0,0.0,100.0,25.0
peg_30,1723,1008,3,10,995,179,87,729,0.2976190476190476,0.9920634920634921,98.71031746031746,17.75793650793651
peg_31,1214,332,0,44,288,93,17,178,0.0,13.25301204819277,86.74698795180723,28.012048192771083
peg_32,333,261,1,5,255,33,12,210,0.3831417624521073,1.9157088122605364,97.70114942528735,12.64367816091954
peg_33,228,172,2,20,150,9,61,80,1.1627906976744187,11.627906976744185,87.20930232558139,5.232558139534884
peg_34,1317,1288,1029,40,219,95,118,6,79.8913043478261,3.1055900621118013,17.003105590062113,7.375776397515528
peg_35,2132,2043,1344,143,556,171,331,54,65.7856093979442,6.999510523739598,27.214880078316202,8.370044052863436
peg_36,2224,2107,979,395,733,19,693,21,46.46416706217371,18.74703369719981,34.78879924062648,0.9017560512577124
peg_37,1077,526,2,6,518,44,180,294,0.38022813688212925,1.1406844106463878,98.47908745247149,8.365019011406844
peg_38,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_39,877,603,3,13,587,137,277,173,0.4975124378109453,2.155887230514096,97.34660033167496,22.71973466003317
peg_40,188,100,0,0,100,37,0,63,0.0,0.0,100.0,37.0
peg_41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_42,23903,23755,18052,1726,3977,968,2904,105,75.9924226478636,7.2658387707850975,16.741738581351296,4.074931593348769
peg_43,11876,11860,10069,357,1434,140,1218,76,84.89881956155143,3.0101180438448565,12.09106239460371,1.1804384485666104
peg_44,4570,4557,4014,192,351,12,222,117,88.0842659644503,4.213298222514813,7.702435813034891,0.2633311389071758
peg_45,6,5,0,0,5,3,0,2,0.0,0.0,100.0,60.0
peg_46,178,156,0,9,147,67,8,72,0.0,5.769230769230769,94.23076923076923,42.94871794871795
peg_47,2313,1492,1,31,1460,99,150,1211,0.06702412868632708,2.0777479892761392,97.85522788203754,6.6353887399463805
peg_48,17175,17145,13236,490,3419,120,3264,35,77.20034995625547,2.857976086322543,19.94167395742199,0.6999125109361329
peg_49,241,240,224,0,16,1,15,0,93.33333333333333,0.0,6.666666666666667,0.4166666666666667
peg_50,7344,7135,6424,251,460,31,413,16,90.03503854239663,3.5178696566222847,6.447091800981079,0.43447792571829014
peg_51,2345,2242,1385,151,706,173,523,10,61.77520071364853,6.735057983942908,31.489741302408564,7.716324710080285
peg_52,1526,1509,1014,152,343,30,306,7,67.19681908548708,10.072895957587807,22.730284956925114,1.9880715705765408
peg_53,555,552,509,13,30,7,17,6,92.21014492753623,2.3550724637681157,5.434782608695652,1.2681159420289856
peg_54,281,259,205,8,46,1,45,0,79.15057915057915,3.088803088803089,17.76061776061776,0.3861003861003861
peg_55,139,136,46,79,11,0,11,0,33.8235294117647,58.088235294117645,8.088235294117647,0.0
peg_56,144,92,88,0,4,2,1,1,95.65217391304348,0.0,4.3478260869565215,2.1739130434782608
peg_57,195,191,135,0,56,3,53,0,70.68062827225131,0.0,29.319371727748692,1.5706806282722514
peg_58,646,622,579,0,43,1,42,0,93.08681672025723,0.0,6.913183279742765,0.1607717041800643
peg_59,308,292,279,0,13,1,12,0,95.54794520547945,0.0,4.4520547945205475,0.3424657534246575
