peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc
peg_0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_2,649,649,505,112,32,8,24,0,77.8120184899846,17.257318952234208,4.9306625577812015,1.2326656394453004
peg_3,1721,1634,829,107,698,576,122,0,50.734394124847,6.548347613219094,42.71725826193391,35.250917992656056
peg_4,760,760,712,3,45,5,40,0,93.6842105263158,0.39473684210526316,5.921052631578948,0.6578947368421053
peg_5,1500,1496,1280,122,94,31,63,0,85.56149732620321,8.155080213903743,6.283422459893048,2.072192513368984
peg_6,790,789,600,127,62,2,59,1,76.04562737642586,16.09632446134347,7.858048162230672,0.2534854245880862
peg_7,958,952,755,28,169,3,164,2,79.30672268907563,2.9411764705882355,17.752100840336134,0.31512605042016806
peg_8,6,6,0,0,6,6,0,0,0.0,0.0,100.0,100.0
peg_9,10,2,0,0,2,2,0,0,0.0,0.0,100.0,100.0
peg_10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_11,1904,1893,978,28,887,64,822,1,51.664025356576865,1.479133650290544,46.85684099313259,3.3808769149498152
peg_12,699,699,617,46,36,5,30,1,88.2689556509299,6.580829756795422,5.150214592274678,0.7153075822603719
peg_13,578,578,501,33,44,0,40,4,86.67820069204153,5.709342560553633,7.612456747404845,0.0
peg_14,2242,2241,2029,37,175,2,172,1,90.53993752788934,1.6510486390004462,7.809013833110218,0.0892458723784025
peg_15,5039,5019,4643,137,239,28,210,1,92.50846782227535,2.7296274158198846,4.761904761904762,0.5578800557880056
peg_16,356,356,339,1,16,12,4,0,95.2247191011236,0.2808988764044944,4.49438202247191,3.3707865168539324
peg_17,178,173,156,0,17,7,10,0,90.17341040462428,0.0,9.826589595375722,4.046242774566474
peg_18,274,207,98,12,97,0,97,0,47.34299516908212,5.797101449275362,46.85990338164251,0.0
peg_19,233,230,191,12,27,3,24,0,83.04347826086956,5.217391304347826,11.73913043478261,1.3043478260869565
peg_20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_21,29,17,0,0,17,5,0,12,0.0,0.0,100.0,29.41176470588235
peg_22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_23,1,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0
peg_24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_29,16,13,0,0,13,13,0,0,0.0,0.0,100.0,100.0
peg_30,1593,1057,2,13,1042,90,74,878,0.1892147587511826,1.2298959318826868,98.58088930936613,8.514664143803216
peg_31,1670,346,0,55,291,65,21,205,0.0,15.895953757225433,84.10404624277457,18.786127167630056
peg_32,276,154,0,4,150,19,58,73,0.0,2.5974025974025974,97.40259740259741,12.337662337662337
peg_33,224,146,1,26,119,8,37,74,0.684931506849315,17.80821917808219,81.5068493150685,5.47945205479452
peg_34,1172,1158,919,18,221,115,105,1,79.36096718480138,1.5544041450777202,19.0846286701209,9.93091537132988
peg_35,1626,1558,1036,69,453,138,303,12,66.49550706033376,4.428754813863928,29.07573812580231,8.857509627727856
peg_36,1292,1213,746,224,243,8,209,26,61.50041220115416,18.46661170651278,20.032976092333058,0.6595218466611706
peg_37,1345,486,0,6,480,41,180,259,0.0,1.2345679012345678,98.76543209876543,8.436213991769547
peg_38,859,5,0,0,5,0,0,5,0.0,0.0,100.0,0.0
peg_39,1299,707,1,32,674,120,296,258,0.14144271570014144,4.526166902404526,95.33239038189534,16.973125884016973
peg_40,91,12,0,0,12,3,0,9,0.0,0.0,100.0,25.0
peg_41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_42,16214,16086,12493,879,2714,908,1776,30,77.66380703717519,5.4643789630734805,16.871813999751335,5.644659952753948
peg_43,8289,8248,7222,130,896,78,805,13,87.56062075654704,1.5761396702230843,10.863239573229874,0.9456838021338506
peg_44,3469,3466,3135,82,249,35,175,39,90.45008655510675,2.3658395845354874,7.184073860357761,1.009809578765147
peg_45,1,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0
peg_46,77,46,0,6,40,9,7,24,0.0,13.043478260869565,86.95652173913044,19.565217391304348
peg_47,2569,1533,0,41,1492,45,133,1314,0.0,2.674494455316373,97.32550554468362,2.935420743639922
peg_48,12200,12091,9665,198,2228,186,2027,15,79.93548920684808,1.6375816723182532,18.426929120833677,1.5383342982383592
peg_49,251,250,232,1,17,2,14,1,92.8,0.4,6.8,0.8
peg_50,6237,5753,5289,103,361,34,324,3,91.93464279506344,1.7903702416130713,6.274986963323483,0.5909960020858682
peg_51,1723,1639,1040,109,490,97,379,14,63.453325198291644,6.65039658328249,29.89627821842587,5.918242830994509
peg_52,1751,1739,1060,136,543,29,501,13,60.95457159286946,7.8205865439907996,31.224841863139737,1.667625071880391
peg_53,786,784,705,18,61,16,44,1,89.9234693877551,2.295918367346939,7.780612244897959,2.0408163265306123
peg_54,374,350,289,4,57,1,56,0,82.57142857142857,1.1428571428571428,16.285714285714285,0.2857142857142857
peg_55,160,156,68,66,22,14,8,0,43.58974358974359,42.30769230769231,14.102564102564102,8.974358974358974
peg_56,126,102,94,0,8,4,4,0,92.15686274509804,0.0,7.8431372549019605,3.9215686274509802
peg_57,316,312,260,0,52,1,51,0,83.33333333333333,0.0,16.666666666666668,0.32051282051282054
peg_58,850,749,719,1,29,4,25,0,95.99465954606141,0.13351134846461948,3.871829105473965,0.5340453938584779
peg_59,360,356,342,1,13,4,9,0,96.06741573033707,0.2808988764044944,3.651685393258427,1.1235955056179776
peg_60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
