Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc,corr_perc_backsub,byprod_perc_backsub,INDEL_perc_backsub,WT_perc_backsub
2,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
14,7,0,0,7,0,0,7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
1504,1455,1049,269,137,45,91,1,72.09621993127148,18.487972508591064,9.415807560137457,3.0927835051546393,18.307140682189615,1.097543545670911,1.646128893943066,80.59531577213947
2449,2203,1427,296,480,311,147,22,64.77530640036314,13.436223331820246,21.788470267816614,14.117113027689514,13.357914796189862,10.668658208302126,11.767856958778003,75.97342699550802
812,810,782,10,18,6,12,0,96.54320987654322,1.2345679012345678,2.2222222222222223,0.7407407407407407,1.2345679012345678,0.0,0.0,98.76543209876543
3953,3927,2721,764,442,235,204,3,69.28953399541635,19.455054749172398,11.255411255411255,5.984211866564808,19.455054749172398,0.0,2.778420760049813,80.5449452508276
1015,1013,747,187,79,6,73,0,73.74136229022704,18.460019743336623,7.7986179664363275,0.5923000987166831,18.14406397714389,0.6896132270998345,0.0,81.16632279575627
1522,1479,1216,70,193,10,175,8,82.21771467207573,4.732927653820148,13.049357674104124,0.676132521974307,4.616377537270032,1.7439963687428186,0.0,93.63962609398715
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
16,14,0,0,14,0,7,7,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
87,32,0,0,32,0,0,32,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
4152,3475,1704,145,1626,393,1215,18,49.03597122302158,4.172661870503597,46.79136690647482,11.309352517985612,3.933713244458197,35.919204421409106,8.20302037939541,60.1470823341327
3430,3100,2515,378,207,50,154,3,81.12903225806451,12.193548387096774,6.67741935483871,1.6129032258064515,12.037542146847164,0.0,0.8328720245584016,87.96245785315284
1035,1024,840,116,68,11,55,2,82.03125,11.328125,6.640625,1.07421875,11.328125,0.0,0.21511222079037806,88.671875
6569,6556,5835,362,359,21,334,4,89.00244051250763,5.521659548505186,5.475899938987188,0.32031726662599147,5.439557742265449,0.0,0.0,94.56044225773455
11655,11531,9674,947,910,183,713,14,83.89558581215853,8.212644176567514,7.891770011273957,1.587026276992455,8.069514405575147,0.0,0.0,91.93048559442485
466,465,426,18,21,10,11,0,91.61290322580645,3.870967741935484,4.516129032258065,2.150537634408602,3.870967741935484,0.0,0.0,96.12903225806451
604,550,397,37,116,26,90,0,72.18181818181819,6.7272727272727275,21.09090909090909,4.7272727272727275,6.7272727272727275,0.8010540184453205,0.0,92.47167325428195
2414,2225,131,22,2072,82,1975,15,5.887640449438202,0.9887640449438202,93.12359550561797,3.6853932584269664,0.9887640449438202,68.4464075572679,0.0,30.564828397788276
465,452,318,14,120,36,73,11,70.35398230088495,3.0973451327433628,26.548672566371682,7.964601769911504,3.0973451327433628,6.308535345102385,1.7896446515581594,90.59411952215424
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
98,84,0,0,84,70,0,14,0.0,0.0,100.0,83.33333333333333,0.0,0.0,83.33333333333333,100.0
11,2,0,0,2,1,0,1,0.0,0.0,100.0,50.0,0.0,100.0,50.0,0.0
93,23,0,0,23,0,0,23,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
14,11,0,0,11,0,0,11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
15,15,0,0,15,0,0,15,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
7,4,0,0,4,1,0,3,0.0,0.0,100.0,25.0,0.0,100.0,25.0,0.0
30,5,0,0,5,0,0,5,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
24,18,0,0,18,4,0,14,0.0,0.0,100.0,22.22222222222222,0.0,100.0,22.22222222222222,0.0
24,13,0,0,13,11,0,2,0.0,0.0,100.0,84.61538461538461,0.0,0.0,41.758241758241766,100.0
10934,4026,3,63,3960,530,220,3210,0.07451564828614009,1.5648286140089418,98.36065573770492,13.164431197218082,0.8072528564331842,74.87580725285643,7.103825136612022,24.316939890710387
3791,965,4,92,869,171,50,648,0.41450777202072536,9.533678756476684,90.05181347150258,17.72020725388601,9.533678756476684,69.06415915051494,15.251071451416873,21.40216209300837
1485,842,2,12,828,133,13,682,0.2375296912114014,1.4251781472684086,98.3372921615202,15.795724465558195,1.4251781472684086,76.21339835621046,10.485989952283859,22.361423496521127
621,342,1,35,306,32,88,186,0.29239766081871343,10.23391812865497,89.47368421052632,9.35672514619883,10.23391812865497,67.6346037507562,3.609598709417221,22.131478120588838
1469,1312,751,40,521,158,355,8,57.24085365853659,3.048780487804878,39.71036585365854,12.042682926829269,3.048780487804878,29.873030454742967,9.718902911337402,67.07818905745216
2382,1919,999,157,763,325,339,99,52.05836373110996,8.181344450234498,39.76029181865555,16.935904116727464,7.928393354113082,28.546126557272753,13.731856899189522,63.52548008861417
2916,2099,967,338,794,80,680,34,46.06955693187232,16.102906145783706,37.827536922343974,3.8113387327298716,15.292095334972895,26.11582521063226,0.8383657597568988,58.59207945439485
6608,2612,3,27,2582,332,632,1618,0.11485451761102604,1.0336906584992342,98.85145482388974,12.710566615620214,0.0,59.22881331445578,8.936981709959838,40.77118668554422
933,155,0,0,155,17,0,138,0.0,0.0,100.0,10.96774193548387,0.0,100.0,10.96774193548387,0.0
3745,2418,3,30,2385,554,776,1055,0.12406947890818859,1.2406947890818858,98.63523573200993,22.91149710504549,1.2406947890818858,67.2066643034385,17.197211390759776,31.552640907479613
423,151,0,0,151,36,0,115,0.0,0.0,100.0,23.841059602649008,0.0,100.0,23.841059602649008,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29736,29125,19647,4225,5253,863,4114,276,67.45751072961373,14.506437768240342,18.036051502145924,2.963090128755365,14.28438003322924,9.32645367337711,0.8165320236480369,76.38916629339366
18959,18544,15274,1235,2035,476,1406,153,82.3662640207075,6.659836065573771,10.973899913718723,2.566867989646247,6.482897109513612,1.5371555905102294,0.5615598209644421,91.97994729997616
7576,7452,5756,306,1390,130,1179,81,77.2410091250671,4.106280193236715,18.65271068169619,1.7444981213097155,3.343794489843653,7.787289408345064,0.0,88.86891610181128
34,25,0,0,25,20,1,4,0.0,0.0,100.0,80.0,0.0,0.0,80.0,100.0
565,326,1,14,311,62,11,238,0.3067484662576687,4.294478527607362,95.39877300613497,19.01840490797546,4.294478527607362,63.21486496015796,15.570129045906494,32.49065651223468
8577,4214,1,76,4137,738,288,3111,0.023730422401518746,1.8035121025154248,98.17275747508306,17.513051732320836,1.8035121025154248,70.265780730897,16.350261034646415,27.930707166587567
23008,22693,17996,1629,3068,247,2669,152,79.30198739699466,7.178425064998017,13.519587538007315,1.0884413695853348,6.803079351841162,6.150958537612214,0.0,87.04596211054663
283,281,239,2,40,8,30,2,85.05338078291815,0.7117437722419929,14.234875444839858,2.8469750889679717,0.7117437722419929,5.581974756540939,0.4870930830682667,93.70628147121707
10535,10309,8874,466,969,309,540,120,86.08012416335241,4.520322048695315,9.399553787952275,2.997380929285091,4.418696032435152,0.7613424058384535,0.5922318777945761,94.81996156172639
3321,3073,1705,250,1118,401,650,67,55.483241132443865,8.135372600065082,36.38138626749105,13.049137650504393,8.135372600065082,24.719310969052117,8.549596787327166,67.1453164308828
1503,1445,726,161,558,52,491,15,50.24221453287197,11.141868512110726,38.6159169550173,3.5986159169550174,11.079054441758966,27.246570221348954,1.2116812435881834,61.67437533689208
669,630,430,18,182,30,133,19,68.25396825396825,2.857142857142857,28.88888888888889,4.761904761904762,2.857142857142857,18.10335272928789,1.894074337964612,79.03950441356925
741,635,526,15,94,10,74,10,82.83464566929133,2.3622047244094486,14.803149606299213,1.5748031496062993,2.3622047244094486,0.7327978475052426,0.0,96.90499742808531
401,381,227,128,26,3,22,1,59.58005249343832,33.59580052493438,6.824146981627297,0.7874015748031497,33.288108217242076,0.0,0.0,66.71189178275793
374,256,221,0,35,14,20,1,86.328125,0.0,13.671875,5.46875,0.0,1.3452186055469966,0.6921706471494611,98.65478139445301
492,475,414,0,61,5,53,3,87.15789473684211,0.0,12.842105263157896,1.0526315789473684,0.0,0.0,0.0,100.0
1748,1655,1243,3,409,321,84,4,75.10574018126889,0.18126888217522658,24.71299093655589,19.395770392749245,0.18126888217522658,13.451259966795723,17.205989370851434,86.36747115102905
509,476,446,0,30,6,23,1,93.69747899159664,0.0,6.302521008403361,1.2605042016806722,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1262,1199,1021,1,177,57,101,19,85.15429524603836,0.08340283569641367,14.762301918265221,4.75396163469558,0.08340283569641367,6.695166022217576,3.0755642335044593,93.221431142086
2767,2635,2273,7,355,210,135,10,86.2618595825427,0.2656546489563567,13.472485768500949,7.969639468690702,0.1996915882703409,6.744253578527334,6.089692239139251,93.05605483320232
912,824,561,7,256,23,223,10,68.08252427184466,0.8495145631067961,31.067961165048544,2.79126213592233,0.8495145631067961,15.03420589078694,0.0,84.11627954610627
1490,1465,1350,1,114,16,93,5,92.15017064846417,0.06825938566552901,7.7815699658703075,1.0921501706484642,0.06825938566552901,0.0,0.0,99.93174061433447
975,935,841,0,94,37,52,5,89.94652406417113,0.0,10.053475935828876,3.9572192513368982,0.0,0.0,0.038300332417979366,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3616,3454,3063,6,385,121,244,20,88.67979154603358,0.17371163867979156,11.146496815286625,3.5031847133757963,0.0,3.654184821996158,1.7419322671918434,96.34581517800385
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2041,1809,811,21,977,826,146,5,44.831398562741846,1.1608623548922057,54.00773908236595,45.660585959093424,1.1608623548922057,37.38284351010196,42.318898406879555,61.45629413500584
2685,2622,1682,4,936,588,347,1,64.14950419527078,0.15255530129672007,35.69794050343249,22.42562929061785,0.15255530129672007,24.75646467646048,19.796282386461783,75.0909800222428
1674,1622,1488,4,130,31,96,3,91.73859432799014,0.2466091245376079,8.014796547472256,1.911220715166461,0.13814925468945177,0.0,0.0,99.86185074531055
1,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
480,316,295,0,21,5,15,1,93.35443037974683,0.0,6.6455696202531644,1.5822784810126582,0.0,0.9958521061288703,0.8478152041765,99.00414789387114
1955,1944,1720,0,224,110,104,10,88.47736625514403,0.0,11.522633744855968,5.658436213991769,0.0,3.1178875352317093,4.109326128296318,96.88211246476828
2121,2096,1956,0,140,25,103,12,93.3206106870229,0.0,6.679389312977099,1.1927480916030535,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2,2,0,0,2,2,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
1,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,20.0,60.0,80.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
