Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc,corr_perc_backsub,byprod_perc_backsub,INDEL_perc_backsub,WT_perc_backsub
16299,11110,9915,409,786,121,655,10,89.24392439243924,3.6813681368136812,7.074707470747074,1.0891089108910892,3.538238365821315,0.0,0.0,96.46176163417869
536,536,500,10,26,15,11,0,93.28358208955224,1.8656716417910448,4.850746268656716,2.798507462686567,1.8656716417910448,0.0,0.49303195836380054,98.13432835820896
620,603,515,4,84,19,65,0,85.40630182421228,0.6633499170812603,13.930348258706468,3.1509121061359866,0.6633499170812603,0.0,0.0,99.33665008291874
2539,2360,275,29,2056,12,2044,0,11.652542372881356,1.228813559322034,87.11864406779661,0.5084745762711864,1.228813559322034,62.44145611944654,0.0,36.32973032123142
638,624,494,16,114,15,98,1,79.16666666666667,2.5641025641025643,18.26923076923077,2.4038461538461537,2.5641025641025643,0.0,0.0,97.43589743589743
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
48,33,0,0,33,5,0,28,0.0,0.0,100.0,15.151515151515152,0.0,0.0,15.151515151515152,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
4,3,0,0,3,3,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
5,5,0,0,5,5,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
203,54,0,0,54,40,0,14,0.0,0.0,100.0,74.07407407407408,0.0,0.0,31.21693121693123,100.0
7348,2305,3,60,2242,193,128,1921,0.1301518438177874,2.6030368763557483,97.26681127982647,8.373101952277658,1.8454611187799908,73.78196279497799,2.312495891671597,24.37257608624202
2721,757,7,95,655,115,47,493,0.9247027741083224,12.549537648612946,86.52575957727873,15.191545574636724,12.549537648612946,65.53810525629109,12.722409772167588,21.91235709509597
781,526,1,8,517,67,73,377,0.19011406844106463,1.520912547528517,98.28897338403041,12.737642585551331,1.520912547528517,76.16507957872068,7.427908072276995,22.31400787375081
437,241,1,45,195,12,47,136,0.4149377593360996,18.672199170124482,80.91286307053942,4.979253112033195,18.672199170124482,59.0737826107693,0.0,22.254018219106214
2442,2411,1610,30,771,130,640,1,66.77727084197429,1.244296972210701,31.978432185815013,5.391953546246371,1.244296972210701,22.141096786899446,3.0681735307545046,76.61460624088986
3933,3803,1862,119,1822,1164,627,31,48.961346305548254,3.1291085984748883,47.90954509597686,30.607415198527477,2.876157502353472,36.695379834594064,27.403367980989533,60.428462663052464
6228,3011,1805,510,696,54,601,41,59.94686150780472,16.93789438724676,23.115244104948523,1.7934241115908336,16.12708357643595,11.40353239323681,0.0,72.46938403032723
4930,1163,1,26,1136,179,395,562,0.08598452278589853,2.235597592433362,97.67841788478074,15.391229578675839,0.3488051396031735,58.05577637534678,11.617644673015462,41.59541848505005
859,5,0,0,5,0,0,5,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
3564,2156,2,60,2094,710,591,793,0.09276437847866419,2.782931354359926,97.1243042671614,32.93135435992579,2.782931354359926,65.69573283858998,27.217068645640076,31.521335807050093
142,19,0,0,19,3,0,16,0.0,0.0,100.0,15.789473684210526,0.0,100.0,15.789473684210526,0.0
1,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
37597,37399,29314,3128,4957,1240,3549,168,78.38177491376774,8.363859996256584,13.254365089975668,3.3155966737078533,8.141802261245482,4.544767261206854,1.1690385686005254,87.31343047754767
21221,21048,18554,698,1796,190,1553,53,88.15089319650323,3.316229570505511,8.532877232991257,0.9026985936906119,3.139290614445352,0.0,0.0,96.86070938555464
10208,10159,8141,214,1804,173,1572,59,80.13584014174623,2.106506545919874,17.75765331233389,1.7029235160941036,1.3440208425268128,6.892232038982765,0.0,91.76374711849041
8,3,0,0,3,0,2,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
297,187,2,13,172,26,33,113,1.0695187165775402,6.951871657754011,91.97860962566845,13.903743315508022,6.951871657754011,59.79470157969144,10.455467453439056,33.253426762554554
6352,3015,4,86,2925,320,420,2185,0.13266998341625208,2.8524046434494195,97.01492537313433,10.613598673300165,2.8524046434494195,69.1079486289483,9.450807975625747,28.03964672760229
27922,27656,23055,916,3685,292,3321,72,83.36346543245588,3.312120335551056,13.324414231993057,1.0558287532542667,2.936774622394201,5.955785231597956,0.0,91.10744014600785
1058,1052,919,6,127,17,107,3,87.3574144486692,0.5703422053231939,12.072243346007605,1.6159695817490494,0.5703422053231939,3.419342657708686,0.0,96.01031513696812
14739,14230,12294,201,1735,491,866,378,86.39494026704146,1.4125087842586086,12.19255094869993,3.4504567814476457,1.310882767998446,3.5543395665861084,1.045307729957131,95.13477766541544
4295,4176,2995,209,972,255,634,83,71.71934865900383,5.004789272030651,23.275862068965516,6.10632183908046,5.004789272030651,11.61378677052658,1.6067809759032325,83.38142395744276
3657,3602,1998,181,1423,56,1343,24,55.469183786785116,5.024986118822876,39.505830094392,1.5546918378678511,4.962172048471118,28.13648336072366,0.0,66.90134459080522
2149,2114,1638,28,448,31,382,35,77.48344370860927,1.3245033112582782,21.192052980132452,1.4664143803216652,1.3245033112582782,10.406516820531454,0.0,88.26897986821027
987,889,775,6,108,11,92,5,87.17660292463442,0.6749156355455568,12.148481439820022,1.2373453318335208,0.6749156355455568,0.0,0.0,99.32508436445444
458,441,307,82,52,16,34,2,69.61451247165533,18.594104308390023,11.791383219954648,3.6281179138321997,18.286412000697716,2.560613989185418,2.0896563753706614,79.15297401011686
454,345,318,0,27,11,16,0,92.17391304347827,0.0,7.826086956521739,3.1884057971014492,0.0,0.0,0.0,100.0
754,736,647,0,89,17,72,0,87.90760869565217,0.0,12.092391304347826,2.3097826086956523,0.0,0.0,0.0,100.0
2060,1819,1567,3,249,166,81,2,86.14623419461242,0.16492578339747113,13.688840021990105,9.125893347993403,0.16492578339747113,2.4271090522299374,6.936112326095593,97.4079651643726
648,632,585,1,46,20,24,2,92.5632911392405,0.15822784810126583,7.2784810126582276,3.1645569620253164,0.15822784810126583,0.0,0.5851918826602369,99.84177215189874
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1144,1114,965,0,149,77,71,1,86.62477558348294,0.0,13.375224416517055,6.912028725314183,0.0,5.3080885204694095,5.2336313241230625,94.69191147953059
2453,2393,2099,1,293,157,111,25,87.71416631842875,0.041788549937317176,12.244045131633932,6.560802340158797,0.0,5.515812941660317,4.680855110607346,94.48418705833969
812,733,600,3,130,10,119,1,81.85538881309687,0.4092769440654843,17.735334242837652,1.364256480218281,0.4092769440654843,1.7015789685760474,0.0,97.88914408735847
1755,1710,1559,0,151,19,132,0,91.16959064327486,0.0,8.830409356725147,1.1111111111111112,0.0,0.0,0.0,100.0
1604,1564,1431,3,130,58,70,2,91.49616368286445,0.1918158567774936,8.312020460358056,3.70843989769821,0.1918158567774936,0.0,0.0,99.8081841432225
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4565,4067,3627,6,434,68,348,18,89.18121465453652,0.1475288910745021,10.671256454388985,1.6719940988443571,0.0,3.178944461098518,0.0,96.82105553890148
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1892,1688,990,16,682,490,190,2,58.649289099526065,0.9478672985781991,40.40284360189573,29.028436018957347,0.9478672985781991,23.777948029631737,25.68674846674348,75.27418467179007
2692,2638,1872,1,765,492,271,2,70.96285064442759,0.03790750568612585,28.99924184988628,18.650492797573918,0.03790750568612585,18.05776602291427,16.021145893417852,81.9043264713996
1670,1606,1400,1,205,11,190,4,87.17310087173101,0.062266500622665005,12.764632627646327,0.684931506849315,0.0,2.460944992071491,0.0,97.53905500792851
2,2,0,0,2,2,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
631,454,438,0,16,2,13,1,96.47577092511013,0.0,3.5242290748898677,0.44052863436123346,0.0,0.0,0.0,100.0
1799,1789,1587,2,200,53,142,5,88.70877585243153,0.11179429849077697,11.179429849077698,2.9625489100055895,0.11179429849077697,2.774683639453439,1.413438824310138,97.11352206205578
2140,2108,1947,0,161,29,122,10,92.36242884250474,0.0,7.637571157495256,1.3757115749525617,0.0,0.00836689170362348,0.0,99.99163310829638
11,3,0,0,3,3,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
3,3,0,0,3,3,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
1,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,20.0,60.0,80.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2,2,0,0,2,2,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
1367,1357,1205,1,151,45,98,8,88.7988209285188,0.07369196757553427,11.127487103905674,3.316138540899042,0.04665032344357107,3.0149938643167076,0.8823905690223519,96.93835581223972
845,826,716,0,110,23,85,2,86.68280871670702,0.0,13.317191283292978,2.7845036319612593,0.0,2.542144024313769,0.32703671324670314,97.45785597568623
2083,2055,1924,17,114,21,91,2,93.62530413625304,0.8272506082725061,5.547445255474453,1.0218978102189782,0.661961352074159,0.0,0.0,99.33803864792584
439,372,350,0,22,8,11,3,94.08602150537635,0.0,5.913978494623656,2.150537634408602,0.0,0.0,0.0,100.0
602,539,467,29,43,16,26,1,86.64192949907236,5.380333951762523,7.977736549165121,2.968460111317254,5.380333951762523,0.0,0.0,94.61966604823748
1257,1229,1065,5,159,54,102,3,86.65581773799838,0.40683482506102525,12.937347436940602,4.393816110659072,0.40683482506102525,2.8550429101916315,1.3073963575726522,96.73812226474735
749,729,624,5,100,13,74,13,85.59670781893004,0.6858710562414266,13.717421124828531,1.7832647462277091,0.6858710562414266,0.0,0.0,99.31412894375858
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1006,952,903,3,46,8,34,4,94.8529411764706,0.31512605042016806,4.831932773109243,0.8403361344537815,0.0,0.0,0.0,100.0
1401,1319,1160,3,156,23,131,2,87.94541319181198,0.22744503411675512,11.827141774071267,1.7437452615617892,0.22744503411675512,3.236537747225629,0.0,96.53601721865762
3469,3412,3008,14,390,45,125,220,88.15943728018757,0.41031652989449,11.430246189917936,1.3188745603751466,0.41031652989449,0.6972618967242195,0.0,98.89242157338128
2346,2205,481,15,1709,967,726,16,21.8140589569161,0.6802721088435374,77.50566893424036,43.85487528344671,0.6802721088435374,53.66347339393161,30.304274940393537,45.65625449722485
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1798,1734,1521,19,194,85,108,1,87.71626297577855,1.0957324106113033,11.18800461361015,4.901960784313726,1.0957324106113033,0.0,1.560058470689047,98.9042675893887
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
5244,4997,4355,36,606,203,385,18,87.1522913748249,0.7204322593556134,12.127276365819492,4.062437462477487,0.6955070350285945,5.222989227235245,1.7443916000647248,94.08150373773616
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3930,1098,805,49,244,146,97,1,73.31511839708561,4.462659380692168,22.22222222222222,13.296903460837887,4.164151918005601,8.988391376451077,10.311828833972216,86.84745670554332
2421,2316,2024,13,279,71,191,17,87.39205526770293,0.5613126079447323,12.046632124352332,3.065630397236615,0.5613126079447323,0.9243876353743765,0.5606203771965346,98.51429975668088
17,17,0,0,17,17,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
1,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
3049,2827,2184,113,530,315,211,4,77.25504067916519,3.997170145030067,18.74778917580474,11.142553944110364,3.997170145030067,5.885335644206229,7.796829037047168,90.11749421076371
4135,3999,3436,0,563,122,435,6,85.92148037009252,0.0,14.078519629907477,3.050762690672668,0.0,7.674831105317313,0.8991233464103732,92.32516889468269
413,410,372,0,38,6,32,0,90.73170731707317,0.0,9.268292682926829,1.4634146341463414,0.0,2.5042234188575643,0.4893886601203674,97.49577658114244
2051,2041,1913,0,128,49,76,3,93.72856442920137,0.0,6.271435570798628,2.4007839294463498,0.0,0.0,1.0753052843800757,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4,4,0,0,4,4,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
3,2,0,0,2,2,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
809,506,2,151,353,73,118,162,0.3952569169960474,29.841897233201582,69.76284584980237,14.42687747035573,29.841897233201582,21.012845849802375,13.17687747035573,49.14525691699605
3809,2006,6,386,1614,1077,145,392,0.29910269192422734,19.242273180458625,80.45862412761714,53.6889332003988,18.200606513791957,54.41695746095047,49.522266533732136,27.382436025257576
16883,4938,2,452,4484,3319,565,600,0.04050222762251924,9.153503442689347,90.80599432968813,67.21344673957067,9.153503442689347,35.036763560457366,39.328831354955284,55.809732996853285
18822,10319,4,218,10097,340,957,8800,0.03876344607035565,2.1126078108343833,97.84862874309526,3.2948929159802307,2.1126078108343833,54.21226510673163,0.0,43.67512708243399
1075,949,1,120,828,54,283,491,0.1053740779768177,12.644889357218124,87.24973656480506,5.690200210748156,12.644889357218124,60.58306989813839,4.356866877414823,26.77204074464349
4421,2573,1,259,2313,376,1627,310,0.0388651379712398,10.066070734551108,89.89506412747765,14.613291877186164,5.4789147712483555,57.78497238435839,4.521548757920108,36.736112844393254
3147,3120,1391,19,1710,739,936,35,44.583333333333336,0.6089743589743589,54.80769230769231,23.685897435897434,0.6089743589743589,38.838435262431844,19.58683680395892,60.5525903785938
2884,2777,1765,4,1008,484,490,34,63.55779618293122,0.14404033129276198,36.298163485776016,17.428880086424197,0.049878372724023776,27.07029154603967,14.886507205068265,72.8798300812363
5668,5549,2286,11,3252,291,2948,13,41.19661200216255,0.19823391602090468,58.60515408181654,5.244188142007569,0.19823391602090468,44.297925166153895,0.04840500947744797,55.5038409178252
23107,23018,19508,24,3486,99,2547,840,84.75106438439482,0.1042662264314884,15.144669389173691,0.43009818402988964,0.0747328537203248,5.812123612445989,0.0,94.11314353383369
24816,24723,20455,263,4005,210,3763,32,82.73672288961696,1.0637867572705577,16.199490353112488,0.8494114791894187,1.0368761006505363,6.9153138192050605,0.0,92.0478100801444
8978,8938,7694,25,1219,38,1130,51,86.08189751622287,0.2797046319087044,13.638397851868428,0.4251510405012307,0.19244459700469052,3.6471238553588297,0.0,96.16043154763648
35,28,0,0,28,1,0,27,0.0,0.0,100.0,3.5714285714285716,0.0,100.0,3.5714285714285716,0.0
601,458,0,0,458,0,0,458,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
86,34,0,0,34,0,0,34,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
44294,43948,32143,176,11629,932,9843,854,73.13870938381724,0.4004732866114499,26.460817329571313,2.1206880859197232,0.23680716549852027,15.83888606934218,0.0,83.9243067651593
2548,2542,2251,15,276,18,226,32,88.55232100708103,0.5900865460267506,10.85759244689221,0.7081038552321007,0.5900865460267506,1.4918107359777544,0.0,97.9181027179955
43,35,0,0,35,28,6,1,0.0,0.0,100.0,80.0,0.0,0.0,0.0,100.0
21546,21462,18340,56,3066,255,2751,60,85.45335942596216,0.2609262883235486,14.285714285714286,1.1881464914733018,0.2343588069207856,6.049795050857751,0.0,93.71584614222147
3670,3438,2004,29,1405,64,1322,19,58.289703315881326,0.8435136707388017,40.86678301337987,1.8615474112856312,0.8435136707388017,29.09033590759145,0.0,70.06615042166975
2224,2198,1658,3,537,86,432,19,75.43221110100092,0.1364877161055505,24.431301182893538,3.912647861692448,0.1364877161055505,15.755093669476722,2.570966287452734,84.10841861441773
6973,6899,4223,27,2649,233,2400,16,61.21176982171329,0.39136106682127847,38.39686911146543,3.377301058124366,0.33721921516995207,27.568498781200134,0.0,72.09428200362991
10193,2320,8,197,2115,466,758,891,0.3448275862068966,8.491379310344827,91.16379310344827,20.086206896551722,8.491379310344827,64.43111983612154,17.115909866848753,27.077500853533635
252,146,0,43,103,53,16,34,0.0,29.45205479452055,70.54794520547945,36.3013698630137,29.45205479452055,36.12171569728273,31.383337076128452,34.42622950819671
7328,2057,6,345,1706,338,995,373,0.2916869227029655,16.771998055420514,82.93631502187652,16.43169664560039,16.042071048121244,48.62974567881083,14.24191562370258,35.328183273067935
256,178,0,0,178,4,94,80,0.0,0.0,100.0,2.247191011235955,0.0,63.63636363636363,0.0,36.36363636363637
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
26,13,0,0,13,12,0,1,0.0,0.0,100.0,92.3076923076923,0.0,0.0,0.0,100.0
88,20,0,0,20,0,0,20,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
246,194,0,0,194,7,3,184,0.0,0.0,100.0,3.6082474226804124,0.0,0.0,3.6082474226804124,100.0
707,490,0,0,490,6,9,475,0.0,0.0,100.0,1.2244897959183674,0.0,0.0,0.0,100.0
409,237,0,0,237,52,1,184,0.0,0.0,100.0,21.940928270042193,0.0,42.857142857142854,7.655213984327906,57.142857142857146
217,85,0,0,85,0,5,80,0.0,0.0,100.0,0.0,0.0,25.0,0.0,75.0
3154,2989,1517,0,1472,257,1045,170,50.75276012044162,0.0,49.24723987955838,8.59819337571094,0.0,39.656596604704575,6.609889282143689,60.343403395295425
512,427,23,0,404,33,353,18,5.386416861826698,0.0,94.6135831381733,7.7283372365339575,0.0,74.6135831381733,6.189875698072419,25.386416861826703
591,501,20,0,481,45,398,38,3.992015968063872,0.0,96.00798403193613,8.982035928143713,0.0,68.69091086120443,6.05520665985103,31.30908913879557
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29,22,0,0,22,0,22,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
264,223,0,0,223,212,11,0,0.0,0.0,100.0,95.06726457399103,0.0,0.0,30.55113554173296,100.0
54138,53460,38056,311,15093,2515,12363,215,71.18593340815563,0.5817433595211373,28.232323232323232,4.704451926674149,0.4257979404178235,21.097820308346623,4.080670250260893,78.47638175123555
11448,9856,5796,30,4030,254,3758,18,58.80681818181818,0.30438311688311687,40.888798701298704,2.5771103896103895,0.30438311688311687,31.427720856987328,1.5591463177541018,68.26789602612956
9844,9550,6087,5,3458,86,3350,22,63.738219895287955,0.05235602094240838,36.20942408376963,0.900523560209424,0.05235602094240838,28.452770091374198,0.0,71.4948738876834
12,12,4,0,8,0,8,0,33.333333333333336,0.0,66.66666666666667,0.0,0.0,47.15447154471545,0.0,52.84552845528455
194,53,0,0,53,0,53,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
42,41,0,0,41,0,41,0,0.0,0.0,100.0,0.0,0.0,28.94736842105263,0.0,71.05263157894737
44,15,0,0,15,2,13,0,0.0,0.0,100.0,13.333333333333334,0.0,0.0,0.0,100.0
1,1,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
17,16,0,0,16,11,5,0,0.0,0.0,100.0,68.75,0.0,16.66666666666667,43.75,83.33333333333333
332,299,263,1,35,2,32,1,87.95986622073579,0.33444816053511706,11.705685618729097,0.6688963210702341,0.33444816053511706,5.847697453048624,0.0,93.81785438641626
290,288,275,0,13,0,12,1,95.48611111111111,0.0,4.513888888888889,0.0,0.0,0.0,0.0,100.0
289,275,253,0,22,8,11,3,92.0,0.0,8.0,2.909090909090909,0.0,2.288114237715246,2.4890993089229125,97.71188576228475
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
9,9,0,0,9,9,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
20,6,0,0,6,6,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
181,179,166,0,13,1,12,0,92.73743016759776,0.0,7.262569832402234,0.5586592178770949,0.0,0.0,0.0,100.0
320,310,294,0,16,0,16,0,94.83870967741936,0.0,5.161290322580645,0.0,0.0,0.0,0.0,100.0
328,148,129,0,19,12,7,0,87.16216216216216,0.0,12.837837837837839,8.108108108108109,0.0,6.608329641116527,7.725594446905923,93.39167035888347
12150,12137,10768,518,851,36,781,34,88.72044162478372,4.267941006838592,7.011617368377688,0.29661366070692924,4.163045901943487,0.0,0.0,95.83695409805651
263,262,240,7,15,3,12,0,91.6030534351145,2.6717557251908395,5.7251908396946565,1.1450381679389312,2.6717557251908395,0.0,0.0,97.32824427480917
6706,6694,5791,391,512,181,330,1,86.51030773827308,5.841051688078877,7.648640573648043,2.7039139527935463,5.793432640459829,0.0,0.0,94.20656735954017
13941,13925,10304,1625,1996,22,1942,32,73.99640933572711,11.669658886894075,14.333931777378815,0.15798922800718132,11.523801243953585,6.282589887063763,0.0,82.19360886898265
2,2,2,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
16020,15978,11428,1231,3319,78,3236,5,71.52334459882339,7.7043434722743775,20.77231192890224,0.488171235448742,7.598746851366247,11.233417173534413,0.0,81.16783597509934
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
175,32,0,0,32,2,0,30,0.0,0.0,100.0,6.25,0.0,100.0,6.25,0.0
2,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
372,343,0,0,343,0,0,343,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
18,4,0,0,4,1,0,3,0.0,0.0,100.0,25.0,0.0,100.0,25.0,0.0
4,4,0,0,4,1,0,3,0.0,0.0,100.0,25.0,0.0,100.0,25.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
92,14,0,0,14,11,0,3,0.0,0.0,100.0,78.57142857142857,0.0,100.0,78.57142857142857,0.0
8980,8967,8179,203,585,143,439,3,91.21222259395562,2.263856362217018,6.523921043827367,1.5947362551578008,2.263856362217018,0.0,0.0,97.73614363778299
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33,12,0,0,12,6,0,6,0.0,0.0,100.0,50.0,0.0,100.0,50.0,0.0
270,259,0,0,259,7,0,252,0.0,0.0,100.0,2.7027027027027026,0.0,0.0,0.0,100.0
24,11,0,0,11,10,0,1,0.0,0.0,100.0,90.9090909090909,0.0,100.0,90.9090909090909,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
6672,6669,6320,48,301,13,284,4,94.76683160893687,0.7197480881691408,4.513420302893987,0.1949317738791423,0.6756174615142423,0.0,0.0,99.32438253848576
9667,9653,9217,96,340,26,314,0,95.48326944991194,0.994509478918471,3.5222210711695845,0.2693463172070859,0.6697023331612644,0.0,0.0,99.33029766683873
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
6,3,0,0,3,3,0,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
40,37,0,0,37,0,0,37,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
15173,13051,9944,330,2777,247,2269,261,76.1933951421347,2.528541874185886,21.278062983679412,1.8925752815876178,2.4433629985470446,13.61196417618367,0.018640017533103403,83.9446728252693
6467,6458,5910,183,365,72,287,6,91.51440074326416,2.8336946423041187,5.651904614431713,1.1148962527098172,2.8336946423041187,0.0,0.0,97.16630535769588
