Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc,corr_perc_backsub,byprod_perc_backsub,INDEL_perc_backsub,WT_perc_backsub
1431,1315,1036,0,279,212,67,0,78.78326996197718,0.0,21.216730038022813,16.121673003802282,0.0,8.89007364356981,11.345093650951743,91.1099263564302
2341,2327,2104,2,221,85,134,2,90.4168457241083,0.08594757198109153,9.497206703910615,3.6527718091963903,0.08594757198109153,0.0,0.8037689601935414,99.9140524280189
5619,5259,4646,15,598,137,452,9,88.34379159536033,0.2852253280091272,11.370983076630537,2.6050579958166953,0.2852253280091272,0.10925210687037001,0.4152769739188851,99.60552256512051
2271,2171,1989,1,181,83,98,0,91.61676646706587,0.046061722708429294,8.337171810225703,3.8231229847996313,0.046061722708429294,0.003838476892369158,1.2437579054345518,99.9500998003992
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
5465,5385,4976,5,404,62,331,11,92.40482822655525,0.09285051067780872,7.502321262766945,1.1513463324048283,0.09285051067780872,0.0,0.0,99.9071494893222
9668,9569,8794,20,755,210,443,102,91.90093008673843,0.20900825582610513,7.890061657435469,2.194586686174104,0.14304519514008934,1.1618294674618541,0.3146394566226527,98.69512533739805
1731,1582,1151,26,405,75,322,8,72.75600505689002,1.6434892541087232,25.600505689001263,4.740834386852086,1.6434892541087232,9.566750414739658,1.0840130085117203,88.78976033115163
3743,3689,3241,0,448,99,346,3,87.85578747628084,0.0,12.144212523719165,2.683654106804012,0.0,0.0,0.0,100.0
4438,4275,3735,8,532,155,367,10,87.36842105263158,0.1871345029239766,12.444444444444445,3.625730994152047,0.1871345029239766,0.0,0.0,99.81286549707602
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
14863,14805,13501,150,1154,231,821,102,91.19216480918608,1.0131712259371835,7.79466396487673,1.5602836879432624,0.5658690173825287,0.3023519715862637,0.0,99.13177901103121
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2936,2436,1841,27,568,96,467,5,75.57471264367815,1.1083743842364533,23.316912972085387,3.9408866995073892,1.1083743842364533,6.692017399821392,0.5991991472935214,92.19960821594215
5680,5568,4941,12,615,137,467,11,88.73922413793103,0.21551724137931033,11.045258620689655,2.4604885057471266,0.21551724137931033,0.1037827937176452,0.0,99.68069996490304
4497,4379,3880,27,472,96,342,34,88.60470427038136,0.6165791276547157,10.778716601963918,2.1922813427723224,0.5081192578065595,0.47502896638908254,0.2400036855055112,99.01685177580435
4,3,0,0,3,3,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
1303,1277,1200,0,77,2,74,1,93.97024275646045,0.0,6.029757243539546,0.15661707126076743,0.0,0.38003972941525177,0.0,99.61996027058476
7383,7367,6684,2,681,112,485,84,90.72892629292792,0.027148092846477536,9.243925614225601,1.520293199402742,0.027148092846477536,0.8391794046013423,0.0,99.13367250255217
7059,6995,6293,1,701,200,342,159,89.96426018584704,0.014295925661186561,10.02144388849178,2.8591851322373123,0.014295925661186561,2.3922396227001466,0.9450478612501643,97.59346445163867
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30,25,0,0,25,25,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1,1,0,0,1,0,1,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
18,11,0,0,11,11,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
8762,8705,7907,7,791,280,490,21,90.8328546812177,0.08041355542791499,9.086731763354393,3.2165422171166,0.05337191129595179,0.9742385237654272,0.7827942452399097,98.97238956493862
3360,3306,2850,43,413,138,266,9,86.20689655172414,1.3006654567453115,12.49243799153055,4.174228675136116,0.3554858726243285,1.7173907325513422,1.71676175642156,97.92712339482433
4252,4110,3728,42,340,113,208,19,90.70559610705597,1.0218978102189782,8.27250608272506,2.7493917274939172,0.8566085540206311,0.0,0.0,99.14339144597938
687,665,546,13,106,34,67,5,82.10526315789474,1.9548872180451127,15.93984962406015,5.112781954887218,1.9548872180451127,4.468527928299549,0.37462734142088383,93.57658485365533
2135,1944,1297,128,519,267,249,3,66.71810699588477,6.584362139917696,26.69753086419753,13.734567901234568,6.584362139917696,14.481962001922083,9.542951134767502,78.93367585816023
3045,3020,2678,84,258,103,143,12,88.67549668874172,2.781456953642384,8.543046357615895,3.410596026490066,2.781456953642384,0.0,0.32417627340364596,97.21854304635761
2571,2519,2208,21,290,100,185,5,87.65383088527193,0.833664152441445,11.512504962286622,3.9698292973402145,0.833664152441445,0.0,0.0,99.16633584755856
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3765,3717,3404,8,305,96,180,29,91.57923056228141,0.21522733387140167,8.205542103847188,2.58272800645682,0.0,0.9817460698528535,0.5289036438505881,99.01825393014715
6980,6801,6062,31,708,289,408,11,89.13395088957506,0.4558153212762829,10.410233789148654,4.2493750918982505,0.4558153212762829,1.8196297623030162,1.9674958972673782,97.7245549164207
6546,6429,5701,42,686,300,343,43,88.676310468191,0.653289780681288,10.670399751127702,4.666355576294913,0.653289780681288,0.0,1.350474249942383,99.34671021931871
1987,1790,803,64,923,691,230,2,44.86033519553072,3.5754189944134076,51.564245810055866,38.60335195530726,3.5754189944134076,27.72205026974712,25.052751612254088,68.70253073583947
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4208,4112,3571,124,417,143,266,8,86.84338521400778,3.0155642023346303,10.141050583657588,3.477626459143969,3.0155642023346303,0.0,0.13572414551929013,96.98443579766537
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
16757,16645,15272,254,1119,286,793,40,91.75127665965755,1.5259837789125863,6.722739561429859,1.7182337038149595,1.5010585545855675,0.0,0.0,98.49894144541443
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
7,7,0,0,7,0,0,7,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
2242,1906,1345,136,425,205,217,3,70.56663168940189,7.135362014690451,22.29800629590766,10.755508919202518,6.836854552003884,9.064175450136513,7.770434292336846,84.0989699978596
5564,5328,4751,143,434,36,390,8,89.17042042042043,2.683933933933934,8.145645645645645,0.6756756756756757,2.683933933933934,0.0,0.0,97.31606606606607
209,205,0,0,205,205,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
1,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
5933,5819,4765,284,770,234,531,5,81.88692215157243,4.880563670733803,13.232514177693762,4.021309503351091,4.880563670733803,0.3700606460952507,0.6755845962878939,94.74937568317094
11303,11165,10400,1,764,216,531,17,93.14823107926556,0.008956560680698611,6.842812360053739,1.9346171070309002,0.008956560680698611,0.43912383546357514,0.0,99.55191960385572
1558,1540,1407,0,133,29,100,4,91.36363636363636,0.0,8.636363636363637,1.8831168831168832,0.0,1.8722943722943723,0.9090909090909092,98.12770562770562
5835,5800,5352,0,448,53,385,10,92.27586206896552,0.0,7.724137931034483,0.9137931034482759,0.0,0.8758315981920681,0.0,99.12416840180794
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2,2,2,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
15,5,0,0,5,5,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
691,269,2,78,189,14,133,42,0.7434944237918215,28.99628252788104,70.26022304832713,5.204460966542751,28.99628252788104,21.510223048327134,3.954460966542751,49.49349442379183
700,449,4,240,205,94,95,16,0.89086859688196,53.4521158129176,45.657015590200444,20.93541202672606,52.41044914625093,19.615348923533777,16.76874536005939,27.974201930215287
1643,1237,3,128,1106,913,71,122,0.2425222312045271,10.347615198059822,89.40986257073565,73.80759902991107,10.347615198059822,33.64063180150489,45.92298364529569,56.01175300043529
1061,606,1,62,543,70,307,166,0.16501650165016502,10.231023102310232,89.60396039603961,11.551155115511552,10.231023102310232,45.96759675967598,0.0,43.80138013801379
325,162,2,70,90,23,50,17,1.2345679012345678,43.20987654320987,55.55555555555556,14.197530864197532,43.20987654320987,28.88888888888889,12.864197530864198,27.90123456790124
907,537,1,116,420,78,256,86,0.186219739292365,21.60148975791434,78.2122905027933,14.525139664804469,17.014333794611588,46.10219875967403,4.433396545538413,36.88346744571438
4598,4526,3275,6,1245,203,1008,34,72.35969951391958,0.13256738842244808,27.507733097657976,4.48519664162616,0.13256738842244808,11.538476052397517,0.3861360096876467,88.32895655918003
4271,4231,3754,9,468,54,412,2,88.72606948711888,0.21271567005436068,11.061214842826756,1.2762940203261641,0.11855371148562248,1.8333429030904096,0.0,98.04810338542397
5305,5229,4079,62,1088,217,869,2,78.00726716389367,1.185695161598776,20.807037674507555,4.149933065595716,1.185695161598776,6.499808758844905,0.0,92.31449607955632
26824,26675,23931,94,2650,329,2304,17,89.71321462043112,0.35238987816307404,9.934395501405811,1.2333645735707592,0.32285650545191047,0.6018497246781092,0.0,99.07529376986999
27087,27027,23059,110,3858,679,3089,90,85.31838531838532,0.407000407000407,14.274614274614274,2.5123025123025124,0.3800897503803855,4.990437740706847,0.8707524584811992,94.62947250891277
17298,17247,14891,127,2229,170,1770,289,86.339653273033,0.7363599466573897,12.923986780309619,0.9856786687539862,0.6490999117533758,2.932712783800021,0.0,96.4181873044466
1,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
48,6,0,0,6,4,0,2,0.0,0.0,100.0,66.66666666666667,0.0,100.0,66.66666666666667,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
49857,49763,43727,313,5723,732,4589,402,87.87050619938509,0.6289813717018669,11.500512428913048,1.4709724092197014,0.46531525058893725,0.8785811686839153,0.0,98.65610358072715
3070,3069,2817,14,238,31,193,14,91.78885630498533,0.45617464972303684,7.754969045291626,1.0101010101010102,0.45617464972303684,0.0,0.0,99.54382535027696
19,5,0,0,5,4,0,1,0.0,0.0,100.0,80.0,0.0,0.0,0.0,100.0
32420,32376,29080,293,3003,613,2210,180,89.81961947121324,0.9049913516184829,9.275389177168273,1.8933778107239931,0.8784238702157199,1.0394699423117384,0.16649151954439723,98.08210618747255
3710,3698,2908,22,768,269,482,17,78.63710113574905,0.5949161709031909,20.767982693347754,7.274202271498107,0.5949161709031909,8.99153558755933,0.986777121797509,90.41354824153748
4345,4316,3644,26,646,93,547,6,84.43002780352178,0.6024096385542169,14.967562557924003,2.154772937905468,0.6024096385542169,6.291355044507187,0.8130913636657542,93.1062353169386
6671,6595,5068,59,1468,553,880,35,76.84609552691433,0.8946171341925702,22.259287338893103,8.385140257771038,0.8404752825412438,11.430917008627807,4.920061752086143,87.72860770883095
1019,641,6,80,555,159,351,45,0.9360374414976599,12.480499219968799,86.58346333853355,24.804992199687987,12.480499219968799,59.850790071206816,21.834695169985018,27.668710708824392
482,135,3,35,97,33,55,9,2.2222222222222223,25.925925925925927,71.85185185185185,24.444444444444443,25.925925925925927,37.42562234365513,19.526411657559198,36.64845173041894
589,404,0,149,255,84,164,7,0.0,36.881188118811885,63.118811881188115,20.792079207920793,36.15126111151262,28.81224253812242,18.60229818602298,35.036496350364956
351,335,31,0,304,35,251,18,9.253731343283581,0.0,90.74626865671642,10.447761194029852,0.0,54.38263229308006,8.175033921302578,45.61736770691994
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
14,4,0,0,4,4,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
5,2,0,0,2,0,1,1,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
143,33,0,0,33,6,15,12,0.0,0.0,100.0,18.181818181818183,0.0,0.0,18.181818181818183,100.0
87,55,0,0,55,21,6,28,0.0,0.0,100.0,38.18181818181818,0.0,0.0,1.818181818181813,100.0
100,41,1,0,40,19,4,17,2.4390243902439024,0.0,97.5609756097561,46.34146341463415,0.0,40.41811846689895,32.055749128919864,59.58188153310105
190,145,1,0,144,10,126,8,0.6896551724137931,0.0,99.3103448275862,6.896551724137931,0.0,24.310344827586206,6.896551724137931,75.6896551724138
11519,11375,9409,4,1962,376,1568,18,82.71648351648352,0.035164835164835165,17.248351648351647,3.3054945054945053,0.035164835164835165,7.6577083734978455,1.3171904119272537,92.30712679133732
1703,1678,1084,0,594,96,480,18,64.60071513706794,0.0,35.39928486293206,5.721096543504172,0.0,15.399284862932063,4.182635005042633,84.60071513706794
1182,1134,453,0,681,36,632,13,39.94708994708995,0.0,60.05291005291005,3.1746031746031744,0.0,32.73583688217835,0.24777390631049157,67.26416311782165
19,12,0,0,12,9,3,0,0.0,0.0,100.0,75.0,0.0,0.0,19.444444444444443,100.0
42,6,0,0,6,0,6,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
390,309,0,0,309,278,31,0,0.0,0.0,100.0,89.96763754045307,0.0,0.0,25.451508508195005,100.0
33177,32938,27977,1610,3351,273,3037,41,84.93836905701622,4.887971340093509,10.173659602890279,0.8288299228854211,4.732025920990195,3.0391566789136704,0.2050482464721658,92.22881740009613
17080,16945,13881,553,2511,198,2116,197,81.91796990262614,3.263499557391561,14.818530539982296,1.168486279138389,3.263499557391561,5.3574526956709185,0.1505222072821013,91.37904774693752
18630,18534,15611,399,2524,128,2382,14,84.2289845689004,2.15280025898349,13.61821517211611,0.6906226394734002,2.15280025898349,5.861561179720674,0.0,91.98563856129584
15,12,11,0,1,1,0,0,91.66666666666667,0.0,8.333333333333334,8.333333333333334,0.0,0.0,1.0162601626016263,100.0
472,256,0,0,256,51,205,0,0.0,0.0,100.0,19.921875,0.0,0.0,0.0,100.0
33,30,2,0,28,0,27,1,6.666666666666667,0.0,93.33333333333333,0.0,0.0,22.28070175438596,0.0,77.71929824561404
255,73,0,0,73,45,28,0,0.0,0.0,100.0,61.64383561643836,0.0,0.0,0.0,100.0
9,9,6,0,3,2,1,0,66.66666666666667,0.0,33.333333333333336,22.22222222222222,0.0,4.301075268817208,9.31899641577061,95.69892473118279
22,18,0,0,18,8,10,0,0.0,0.0,100.0,44.44444444444444,0.0,16.66666666666667,19.444444444444443,83.33333333333333
1161,1094,1020,0,74,13,58,3,93.23583180987202,0.0,6.764168190127971,1.1882998171846435,0.0,0.9061800244474973,0.4782406455870104,99.0938199755525
959,937,887,0,50,1,46,3,94.66382070437567,0.0,5.336179295624333,0.10672358591248667,0.0,0.0,0.0,100.0
1239,1218,1151,0,67,5,57,5,94.4991789819376,0.0,5.500821018062397,0.41050903119868637,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4,4,0,0,4,4,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
28,27,0,0,27,27,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
26,16,0,0,16,16,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
98,4,0,0,4,4,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
847,833,780,1,52,11,38,3,93.6374549819928,0.12004801920768307,6.24249699879952,1.3205282112845138,0.12004801920768307,0.0,0.6639293931623864,99.87995198079231
1333,1272,1195,1,76,15,60,1,93.94654088050315,0.07861635220125786,5.9748427672955975,1.179245283018868,0.0,0.0,0.11541549578482568,100.0
724,683,617,0,66,19,46,1,90.33674963396778,0.0,9.66325036603221,2.781844802342606,0.0,3.433742169310899,2.3993311411404203,96.5662578306891
22001,21879,19553,956,1370,110,1252,8,89.36880113350702,4.369486722427899,6.261712144065085,0.5027652086475616,4.264591617532794,0.0,0.0,95.7354083824672
448,442,384,17,41,19,22,0,86.87782805429865,3.8461538461538463,9.276018099547512,4.298642533936651,3.8461538461538463,1.079296788072103,1.6756917142645205,95.07454936577405
16014,15995,14367,750,878,320,548,10,89.82181931853704,4.688965301656768,5.48921537980619,2.000625195373554,4.64134625403772,0.0,0.0,95.35865374596229
28548,28490,23014,4092,1384,176,1180,28,80.77922077922078,14.362934362934363,4.857844857844857,0.6177606177606177,14.217076719993873,0.0,0.0,85.78292328000613
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
24035,23922,19351,2638,1933,565,1359,9,80.8920658807792,11.027506061366106,8.080428057854695,2.36184265529638,10.921909440457975,0.0,0.0,89.07809055954202
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
159,59,0,0,59,59,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
2,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
104,96,0,0,96,0,0,96,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
27,21,0,0,21,0,0,21,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
2,2,0,0,2,2,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
17,13,0,0,13,13,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12171,12090,10363,397,1330,671,593,66,85.71546732837055,3.283705541770058,11.000827129859388,5.55004135649297,3.283705541770058,1.3349028536901226,1.496589240680052,95.38139160453981
2,2,0,0,2,2,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
1,1,0,0,1,0,1,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
86,54,0,0,54,6,18,30,0.0,0.0,100.0,11.11111111111111,0.0,0.0,0.0,100.0
9,2,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11097,11063,9939,237,887,150,732,5,89.84000723131157,2.1422760553195337,8.017716713368888,1.3558709210883124,2.098145428664635,0.0,0.0,97.90185457133536
12308,12292,11482,80,730,175,554,1,93.41034819394729,0.6508298080052066,5.93882199804751,1.4236902050113895,0.32602266224800003,0.0,0.0,99.673977337752
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10,5,0,0,5,2,3,0,0.0,0.0,100.0,40.0,0.0,0.0,40.0,100.0
33,18,0,0,18,2,0,16,0.0,0.0,100.0,11.11111111111111,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2,2,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
