Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc,corr_perc_backsub,byprod_perc_backsub,INDEL_perc_backsub,WT_perc_backsub
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
64,9,0,0,9,0,0,9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
3141,3043,2623,34,386,14,371,1,86.19783108774236,1.1173184357541899,12.68485047650345,0.4600722970752547,0.9364866093527433,4.366586462036905,0.0,94.69692692861035
6556,6132,5037,312,783,205,575,3,82.14285714285714,5.088062622309198,12.769080234833659,3.3431180691454663,5.009754086678814,1.6492681753191718,0.9938620002339551,93.34097773800201
3398,3375,3070,40,265,49,215,1,90.96296296296296,1.1851851851851851,7.851851851851852,1.451851851851852,1.1851851851851851,0.0,0.0,98.81481481481481
9568,9488,6902,445,2141,924,1214,3,72.74451939291737,4.690134907251265,22.565345699831365,9.738617200674536,4.690134907251265,9.328530808414612,6.5328260941595415,85.98133428433412
3640,3628,3200,204,224,40,160,24,88.20286659316427,5.622932745314222,6.1742006615215,1.1025358324145536,5.306976979121489,0.0,0.0,94.69302302087851
7970,7937,6729,184,1024,86,935,3,84.78014363109487,2.318256268111377,12.90160010079375,1.0835328209651,2.2017061515612606,1.5962387954324448,0.0,96.20205505300629
228,207,0,0,207,207,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
13,7,0,0,7,7,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3876,3854,2917,128,809,440,352,17,75.68759730150494,3.321224701608718,20.991177996886353,11.41670991177997,3.082276075563318,10.119015511820642,8.310377773189767,86.79870841261604
4001,3985,3218,169,598,118,477,3,80.75282308657465,4.24090338770389,15.006273525721456,2.961104140526976,4.08489714745428,0.029674461758897763,2.181072939278926,95.88542839078683
2596,2583,2328,55,200,24,172,4,90.12775842044135,2.129307007355788,7.742934572202865,0.9291521486643438,2.129307007355788,0.0,0.07004561945472187,97.87069299264421
12088,12050,10494,376,1180,231,947,2,87.08713692946058,3.120331950207469,9.792531120331951,1.9170124481327802,3.0382301439677315,0.0,0.0,96.96176985603226
21522,21460,17770,642,3048,1203,1825,20,82.80521901211556,2.9916123019571295,14.203168685927306,5.605778191985088,2.848482530964763,1.0352297546295954,1.550434680534707,96.11628771440564
423,421,385,4,32,16,16,0,91.44893111638955,0.9501187648456056,7.600950118764845,3.8004750593824226,0.9501187648456056,0.0,1.494999555059656,99.04988123515439
1599,1465,990,16,459,130,329,0,67.57679180887372,1.0921501706484642,31.331058020477816,8.873720136518772,1.0921501706484642,11.041202948014046,0.0,87.86664688133749
1988,1787,369,22,1396,143,1252,1,20.64913262451035,1.2311135982092893,78.11975377728035,8.00223838836038,1.2311135982092893,53.442565828930285,0.0,45.326320572860425
1719,1619,1082,11,526,204,321,1,66.83137739345275,0.679431747992588,32.489190858554664,12.60037059913527,0.679431747992588,12.249053637285368,6.425413480781924,87.07151461472205
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
390,268,0,0,268,0,0,268,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
24,24,0,0,24,22,0,2,0.0,0.0,100.0,91.66666666666667,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1060,825,0,0,825,461,1,363,0.0,0.0,100.0,55.878787878787875,0.0,0.0,13.021645021645028,100.0
1198,286,3,13,270,91,87,92,1.048951048951049,4.545454545454546,94.4055944055944,31.818181818181817,3.787878787878788,70.92074592074592,25.757575757575758,25.291375291375303
394,179,2,29,148,16,105,27,1.1173184357541899,16.201117318435752,82.68156424581005,8.938547486033519,16.201117318435752,61.6939099248224,6.469411683564383,22.104972756741844
