peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc,corr_perc_backsub,byprod_perc_backsub,INDEL_perc_backsub,WT_perc_backsub
peg_0,2,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
peg_1,3,2,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
peg_2,459,436,370,42,24,10,14,0,84.86238532110092,9.63302752293578,5.504587155963303,2.293577981651376,9.452195696534334,0.0,0.8469233704398029,90.54780430346567
peg_3,1125,980,497,102,381,289,92,0,50.71428571428572,10.408163265306122,38.87755102040816,29.489795918367346,10.329854729675738,27.757738960893676,27.140539849455834,61.91240630943059
peg_4,244,244,228,6,10,4,6,0,93.44262295081968,2.459016393442623,4.098360655737705,1.639344262295082,2.459016393442623,0.0,0.0,97.54098360655738
peg_5,1497,1487,1098,252,137,20,116,1,73.8399462004035,16.94687289845326,9.21318090114324,1.3449899125756557,16.94687289845326,0.0,0.0,83.05312710154674
peg_6,423,422,281,101,40,5,35,0,66.58767772511848,23.933649289099527,9.47867298578199,1.1848341232227488,23.617693522906794,2.3696682464454977,0.07898894154818326,74.01263823064771
peg_7,475,475,365,29,81,6,74,1,76.84210526315789,6.105263157894737,17.05263157894737,1.263157894736842,5.988713041344621,5.747270273586064,0.0,88.26401668506932
peg_8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_9,9,7,0,0,7,0,0,7,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
peg_10,60,10,0,0,10,0,0,10,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
peg_11,2453,2396,965,85,1346,229,1108,9,40.27545909849749,3.5475792988313857,56.17696160267112,9.557595993322204,3.3086306727859855,45.30479911760541,6.451263854732002,51.3865702096086
peg_12,604,585,372,181,32,7,24,1,63.58974358974359,30.94017094017094,5.47008547008547,1.1965811965811963,30.78416469992133,0.0,0.4165499953331464,69.21583530007867
peg_13,379,375,260,88,27,0,25,2,69.33333333333333,23.466666666666665,7.2,0.0,23.466666666666665,0.0,0.0,76.53333333333333
