peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc,corr_perc_backsub,byprod_perc_backsub,INDEL_perc_backsub,WT_perc_backsub
peg_0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_2,223,216,206,3,7,0,7,0,95.37037037037037,1.3888888888888888,3.240740740740741,0.0,1.2080570624874423,0.0,0.0,98.79194293751256
peg_3,609,599,483,69,47,8,34,5,80.63439065108514,11.519198664440736,7.846410684474123,1.335559265442404,11.440890128810352,0.0,0.0,88.55910987118965
peg_4,328,328,322,1,5,0,5,0,98.17073170731707,0.3048780487804878,1.524390243902439,0.0,0.3048780487804878,0.0,0.0,99.6951219512195
peg_5,479,477,347,113,17,6,10,1,72.74633123689728,23.68972746331237,3.5639412997903563,1.2578616352201255,23.68972746331237,0.0,0.0,76.31027253668763
peg_6,414,414,328,50,36,2,34,0,79.22705314009661,12.07729468599034,8.695652173913043,0.4830917874396135,11.761338919797607,1.58664743457655,0.0,86.65201364562584
peg_7,557,540,486,17,37,8,29,0,90.0,3.1481481481481484,6.851851851851852,1.4814814814814814,3.031598031598032,0.0,0.0,96.96840196840196
peg_8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_10,7,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
peg_11,510,334,230,9,95,19,75,1,68.8622754491018,2.694610778443114,28.44311377245509,5.688622754491018,2.455662152397714,17.570951287389377,2.5822906159008148,79.9733865602129
peg_12,1356,960,876,45,39,14,25,0,91.25,4.6875,4.0625,1.4583333333333333,4.53149375975039,0.0,0.6783021320852833,95.46850624024961
peg_13,90,90,83,2,5,0,5,0,92.22222222222224,2.2222222222222223,5.555555555555555,0.0,2.2222222222222223,0.0,0.0,97.77777777777777
peg_14,3662,3662,3327,152,183,11,167,5,90.85199344620426,4.150737302020754,4.997269251774986,0.3003823047515019,4.068635495781017,0.0,0.0,95.93136450421898
peg_15,5311,3916,3363,368,185,77,107,1,85.87844739530132,9.397344228804902,4.724208375893769,1.9662921348314608,9.254214457812536,0.0,0.0,90.74578554218746
peg_16,111,111,105,2,4,3,1,0,94.5945945945946,1.8018018018018016,3.603603603603604,2.702702702702702,1.8018018018018016,0.0,0.3972271983799356,98.1981981981982
peg_17,147,138,119,2,17,2,15,0,86.23188405797102,1.4492753623188406,12.318840579710145,1.4492753623188406,1.4492753623188406,0.0,0.0,98.55072463768116
peg_18,565,458,42,4,412,2,409,1,9.170305676855897,0.8733624454148472,89.95633187772926,0.4366812227074236,0.8733624454148472,65.27914392937919,0.0,33.84749362520597
peg_19,88,85,38,0,47,15,28,4,44.70588235294117,0.0,55.294117647058826,17.647058823529413,0.0,35.05398042578953,11.472101705176069,64.94601957421047
peg_20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_21,58,15,0,0,15,8,0,7,0.0,0.0,100.0,53.333333333333336,0.0,0.0,53.333333333333336,100.0
peg_22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_25,4,4,0,0,4,0,0,4,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
peg_26,3,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
peg_27,3,3,0,0,3,0,0,3,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
peg_28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_29,115,24,0,0,24,0,0,24,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
peg_30,4989,505,1,10,494,41,2,451,0.198019801980198,1.98019801980198,97.82178217821782,8.118811881188119,1.2226222622262224,74.33693369336933,2.0582058205820584,24.440444044404444
peg_31,285,109,0,15,94,9,0,85,0.0,13.761467889908255,86.23853211009174,8.256880733944953,13.761467889908255,65.2508777891041,5.787744931475817,20.987654320987644
peg_32,214,97,0,0,97,16,1,80,0.0,0.0,100.0,16.49484536082474,0.0,77.87610619469027,11.185110847550405,22.123893805309734
peg_33,51,34,0,3,31,7,5,19,0.0,8.823529411764707,91.17647058823528,20.58823529411765,8.823529411764707,69.33739012846516,14.841108857336039,21.83908045977013
peg_34,184,183,68,4,111,1,110,0,37.15846994535519,2.185792349726776,60.65573770491803,0.546448087431694,2.185792349726776,50.81840230600246,0.0,46.995805344270764
peg_35,322,283,145,27,111,43,59,9,51.236749116607776,9.540636042402827,39.2226148409894,15.19434628975265,9.287684946281411,28.0084495796066,11.990299072214707,62.703865474111986
peg_36,978,316,226,43,47,1,33,13,71.51898734177215,13.60759493670886,14.873417721518988,0.3164556962025316,12.79678412589805,3.1617060098072756,0.0,84.04150986429468
peg_37,2512,267,1,0,266,55,16,195,0.3745318352059925,0.0,99.625468164794,20.59925093632959,0.0,60.00282665536004,16.82566603066921,39.99717334463996
peg_38,11,2,0,0,2,1,0,1,0.0,0.0,100.0,50.0,0.0,100.0,50.0,0.0
peg_39,423,248,0,4,244,106,36,102,0.0,1.6129032258064515,98.38709677419357,42.74193548387097,1.6129032258064515,66.95852534562214,37.02764976958525,31.428571428571416
peg_40,30,19,0,0,19,19,0,0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
peg_41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
peg_42,6015,5971,4462,1097,412,59,339,14,74.72785128119243,18.372131971194104,6.900016747613465,0.9881091944397924,18.150074236183002,0.0,0.0,81.849925763817
peg_43,2732,2700,2346,135,219,34,168,17,86.88888888888889,5.0,8.11111111111111,1.2592592592592593,4.823061043939841,0.0,0.0,95.17693895606016
peg_44,681,669,532,21,116,39,76,1,79.52167414050822,3.1390134529147984,17.33931240657698,5.829596412556054,2.376527749521737,6.473891133225855,2.779653598983808,91.14958111725241
peg_45,5,3,0,0,3,1,0,2,0.0,0.0,100.0,33.333333333333336,0.0,0.0,33.333333333333336,100.0
peg_46,74,41,1,1,39,1,1,37,2.4390243902439024,2.4390243902439024,95.1219512195122,2.4390243902439024,2.4390243902439024,62.938043173535185,0.0,34.62293243622091
peg_47,814,441,0,8,433,65,26,342,0.0,1.8140589569161,98.1859410430839,14.739229024943311,1.8140589569161,70.27896429889785,13.576438327268892,27.906976744186053
peg_48,5641,5530,4683,349,498,18,461,19,84.68354430379746,6.311030741410488,9.005424954792044,0.325497287522604,5.9356850282536335,1.636795954396943,0.0,92.42751901734943
peg_49,181,181,149,1,31,5,26,0,82.32044198895028,0.5524861878453039,17.12707182320442,2.7624309392265194,0.5524861878453039,8.474171134905502,0.4025489333268144,90.97334267724919
peg_50,2647,2643,2381,40,222,135,77,10,90.08702232311768,1.513431706394249,8.399545970488083,5.107832009080591,1.4118056901340865,0.0,2.702682957590076,98.58819430986591
peg_51,845,829,554,69,206,59,115,32,66.82750301568154,8.323281061519904,24.849215922798557,7.117008443908324,8.323281061519904,13.187140624359621,2.6174675807310965,78.48957831412048
peg_52,123,119,73,3,43,1,38,4,61.34453781512605,2.5210084033613445,36.134453781512605,0.8403361344537815,2.458194333009586,24.76510704784426,0.0,72.77669861914615
peg_53,156,155,88,2,65,0,63,2,56.774193548387096,1.2903225806451613,41.935483870967744,0.0,1.2903225806451613,31.149947711366746,0.0,67.55972970798808
peg_54,92,40,32,0,8,0,8,0,80.0,0.0,20.0,0.0,0.0,5.92964824120603,0.0,94.07035175879398
peg_55,48,46,34,7,5,0,5,0,73.91304347826087,15.217391304347826,10.869565217391305,0.0,14.909698996655518,1.6387959866220747,0.0,83.45150501672241
