peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc
peg_0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_2,1475,1287,1150,21,116,1,115,0,89.35508935508936,1.6317016317016317,9.013209013209012,0.0777000777000777
peg_3,2687,2598,2286,22,290,52,236,2,87.99076212471131,0.8468052347959969,11.162432640492687,2.001539645881447
peg_4,1536,1528,1335,28,165,13,152,0,87.36910994764398,1.8324607329842932,10.798429319371728,0.8507853403141361
peg_5,3994,3957,3311,13,633,183,441,9,83.67450088450846,0.32853171594642405,15.99696739954511,4.624715693707354
peg_6,1833,1832,1644,2,186,44,134,8,89.73799126637554,0.1091703056768559,10.152838427947598,2.4017467248908297
peg_7,3597,3591,3313,22,256,24,231,1,92.25842383737121,0.6126427179058758,7.128933444722918,0.6683375104427736
peg_8,161,126,0,0,126,126,0,0,0.0,0.0,100.0,100.0
peg_9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_11,1465,1439,1075,3,361,184,172,5,74.70465601111883,0.20847810979847117,25.086865879082698,12.786657400972897
peg_12,2001,1998,1682,14,302,20,280,2,84.18418418418419,0.7007007007007007,15.115115115115115,1.001001001001001
peg_13,1454,1454,1237,20,197,3,190,4,85.07565337001375,1.375515818431912,13.548830811554334,0.2063273727647868
peg_14,5383,5381,4603,52,726,130,595,1,85.54172086972682,0.9663631295298272,13.491916000743355,2.415907823824568
peg_15,10281,10150,8535,43,1572,454,1111,7,84.08866995073892,0.4236453201970443,15.48768472906404,4.472906403940887
peg_16,394,393,358,0,35,18,17,0,91.0941475826972,0.0,8.9058524173028,4.580152671755725
peg_17,612,582,438,0,144,22,122,0,75.25773195876289,0.0,24.742268041237114,3.7800687285223367
peg_18,717,671,150,1,520,102,418,0,22.35469448584203,0.14903129657228018,77.4962742175857,15.201192250372578
peg_19,675,659,504,3,152,61,91,0,76.47951441578148,0.4552352048558422,23.06525037936267,9.256449165402124
peg_20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_21,101,91,0,0,91,0,0,91,0.0,0.0,100.0,0.0
peg_22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_29,203,181,0,0,181,174,0,7,0.0,0.0,100.0,96.13259668508287
peg_30,369,71,0,3,68,0,66,2,0.0,4.225352112676056,95.77464788732394,0.0
peg_31,46,10,0,0,10,0,9,1,0.0,0.0,100.0,0.0
peg_32,172,38,0,0,38,4,33,1,0.0,0.0,100.0,10.526315789473685
peg_33,57,18,2,7,9,0,9,0,11.11111111111111,38.888888888888886,50.0,0.0
peg_34,1914,1906,1742,7,157,22,134,1,91.39559286463799,0.3672612801678909,8.237145855194123,1.154249737670514
peg_35,2060,2043,1731,28,284,104,179,1,84.72834067547724,1.3705335291238374,13.901125795398924,5.090553108174253
peg_36,2305,1964,1481,22,461,151,283,27,75.40733197556008,1.120162932790224,23.472505091649694,7.688391038696538
peg_37,99,35,0,0,35,16,18,1,0.0,0.0,100.0,45.714285714285715
peg_38,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_39,81,55,1,1,53,32,9,12,1.8181818181818181,1.8181818181818181,96.36363636363636,58.18181818181818
peg_40,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_42,13818,13773,12370,155,1248,99,1108,41,89.8134030349234,1.1253902562985552,9.061206708778045,0.7187976475713352
peg_43,10974,10851,9988,45,818,259,539,20,92.04681596166252,0.41470832181365774,7.5384757165238225,2.386876785549719
peg_44,6316,6305,5417,72,816,135,655,26,85.91593973037271,1.141950832672482,12.942109436954798,2.141157811260904
peg_45,8,8,0,0,8,5,0,3,0.0,0.0,100.0,62.5
peg_46,113,102,0,0,102,45,56,1,0.0,0.0,100.0,44.11764705882353
peg_47,68,17,1,2,14,1,8,5,5.882352941176471,11.764705882352942,82.3529411764706,5.882352941176471
peg_48,19741,19634,18141,112,1381,407,927,47,92.39584394417847,0.5704390343282062,7.033717021493328,2.072934705103392
peg_49,1626,1623,1468,25,130,32,93,5,90.44978434996919,1.5403573629081948,8.009858287122613,1.9716574245224892
peg_50,12236,12181,11267,21,893,159,722,12,92.49651095969132,0.17239963878170922,7.3310894015269685,1.3053115507757984
peg_51,1734,1720,1321,11,388,124,260,4,76.80232558139535,0.6395348837209303,22.558139534883722,7.209302325581396
peg_52,2373,2302,1737,11,554,55,498,1,75.45612510860121,0.4778453518679409,24.06602953953084,2.3892267593397047
peg_53,2177,2150,1916,1,233,85,146,2,89.11627906976744,0.046511627906976744,10.837209302325581,3.953488372093023
peg_54,379,337,273,0,64,10,53,1,81.00890207715133,0.0,18.991097922848663,2.9673590504451037
peg_55,298,268,226,1,41,28,12,1,84.32835820895522,0.373134328358209,15.298507462686567,10.447761194029852
peg_56,461,283,164,0,119,115,4,0,57.95053003533569,0.0,42.04946996466431,40.63604240282685
peg_57,586,517,450,0,67,37,28,2,87.04061895551257,0.0,12.959381044487428,7.156673114119923
peg_58,956,885,815,0,70,41,29,0,92.090395480226,0.0,7.909604519774011,4.632768361581921
peg_59,327,294,270,0,24,3,21,0,91.83673469387755,0.0,8.16326530612245,1.0204081632653061
peg_60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
