peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc
peg_0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_2,316,314,274,7,33,17,15,1,87.26114649681529,2.229299363057325,10.509554140127388,5.414012738853503
peg_3,765,722,544,107,71,17,33,21,75.34626038781164,14.81994459833795,9.833795013850416,2.3545706371191137
peg_4,213,213,208,1,4,1,3,0,97.65258215962442,0.4694835680751174,1.8779342723004695,0.4694835680751174
peg_5,456,453,326,90,37,19,16,2,71.96467991169978,19.867549668874172,8.167770419426049,4.194260485651214
peg_6,366,366,290,53,23,1,22,0,79.23497267759562,14.480874316939891,6.284153005464481,0.273224043715847
peg_7,489,448,402,13,33,3,23,7,89.73214285714286,2.9017857142857144,7.366071428571429,0.6696428571428571
peg_8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_10,27,22,0,0,22,0,0,22,0.0,0.0,100.0,0.0
peg_11,972,382,289,13,80,9,71,0,75.6544502617801,3.4031413612565444,20.94240837696335,2.356020942408377
peg_12,1434,1137,982,84,71,36,35,0,86.36763412489006,7.387862796833773,6.244503078276165,3.1662269129287597
peg_13,52,51,45,4,2,2,0,0,88.23529411764706,7.8431372549019605,3.9215686274509802,3.9215686274509802
peg_14,3817,3811,3467,196,148,5,140,3,90.97349776961427,5.143007084754657,3.883495145631068,0.13119916032537393
peg_15,3463,3380,2748,348,284,105,176,3,81.30177514792899,10.29585798816568,8.402366863905325,3.106508875739645
peg_16,17,17,16,0,1,0,1,0,94.11764705882354,0.0,5.882352941176471,0.0
peg_17,207,178,130,9,39,13,26,0,73.03370786516854,5.056179775280899,21.910112359550563,7.303370786516854
peg_18,663,608,31,5,572,44,528,0,5.098684210526316,0.8223684210526315,94.07894736842105,7.2368421052631575
peg_19,72,71,29,2,40,4,26,10,40.84507042253521,2.816901408450704,56.33802816901409,5.633802816901408
peg_20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_21,19,17,0,0,17,17,0,0,0.0,0.0,100.0,100.0
peg_22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_23,75,20,0,0,20,0,0,20,0.0,0.0,100.0,0.0
peg_24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_25,15,15,0,0,15,0,0,15,0.0,0.0,100.0,0.0
peg_26,4,1,0,0,1,1,0,0,0.0,0.0,100.0,100.0
peg_27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_28,11,11,0,0,11,0,0,11,0.0,0.0,100.0,0.0
peg_29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_30,5593,944,2,17,925,100,14,811,0.211864406779661,1.8008474576271187,97.98728813559322,10.59322033898305
peg_31,417,220,0,20,200,23,6,171,0.0,9.090909090909092,90.9090909090909,10.454545454545455
peg_32,270,170,0,2,168,28,4,136,0.0,1.1764705882352942,98.82352941176471,16.470588235294116
peg_33,120,63,0,8,55,6,2,47,0.0,12.698412698412698,87.3015873015873,9.523809523809524
peg_34,255,253,69,3,181,6,175,0,27.272727272727273,1.1857707509881423,71.54150197628458,2.3715415019762847
peg_35,323,281,117,18,146,44,82,20,41.637010676156585,6.405693950177936,51.95729537366548,15.658362989323843
peg_36,737,324,216,57,51,15,33,3,66.66666666666667,17.59259259259259,15.74074074074074,4.62962962962963
peg_37,3241,548,1,2,545,141,62,342,0.18248175182481752,0.36496350364963503,99.45255474452554,25.72992700729927
peg_38,158,111,0,0,111,6,0,105,0.0,0.0,100.0,5.405405405405405
peg_39,692,388,0,4,384,149,51,184,0.0,1.0309278350515463,98.96907216494846,38.402061855670105
peg_40,1,1,0,0,1,0,0,1,0.0,0.0,100.0,0.0
peg_41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_42,8733,8580,5860,2017,703,140,481,82,68.2983682983683,23.50815850815851,8.193473193473194,1.6317016317016317
peg_43,4914,4832,3907,374,551,136,342,73,80.85678807947019,7.740066225165563,11.403145695364238,2.814569536423841
peg_44,1233,1204,952,43,209,47,149,13,79.06976744186046,3.5714285714285716,17.358803986710964,3.903654485049834
peg_45,18,11,0,0,11,7,0,4,0.0,0.0,100.0,63.63636363636363
peg_46,172,103,0,1,102,24,0,78,0.0,0.970873786407767,99.02912621359224,23.300970873786408
peg_47,1449,934,0,16,918,163,35,720,0.0,1.7130620985010707,98.28693790149893,17.451820128479657
peg_48,9186,9025,7520,780,725,69,611,45,83.32409972299169,8.642659279778393,8.033240997229917,0.7645429362880887
peg_49,114,113,91,1,21,8,13,0,80.53097345132744,0.8849557522123894,18.58407079646018,7.079646017699115
peg_50,5008,4990,4441,101,448,244,188,16,88.99799599198397,2.024048096192385,8.977955911823647,4.889779559118236
peg_51,920,876,515,78,283,91,160,32,58.789954337899545,8.904109589041095,32.305936073059364,10.38812785388128
peg_52,196,190,101,11,78,2,71,5,53.1578947368421,5.7894736842105265,41.05263157894737,1.0526315789473684
peg_53,154,151,81,2,68,6,59,3,53.64238410596027,1.3245033112582782,45.033112582781456,3.9735099337748343
peg_54,134,110,94,1,15,1,13,1,85.45454545454545,0.9090909090909091,13.636363636363637,0.9090909090909091
peg_55,183,175,141,22,12,1,10,1,80.57142857142857,12.571428571428571,6.857142857142857,0.5714285714285714
peg_56,105,79,63,0,16,8,8,0,79.74683544303798,0.0,20.253164556962027,10.126582278481013
peg_57,112,107,94,0,13,4,9,0,87.85046728971963,0.0,12.149532710280374,3.7383177570093458
peg_58,358,351,328,0,23,4,17,2,93.44729344729345,0.0,6.552706552706553,1.1396011396011396
peg_59,56,56,55,0,1,0,1,0,98.21428571428571,0.0,1.7857142857142858,0.0
peg_60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
